timestamp,c1,c2,c3,c4,c5,c6,c7,c8,c1_prediction,c2_prediction,c3_prediction,c4_prediction,c5_prediction,c6_prediction,c7_prediction,c8_prediction
1535749800000,69841.0,99.0,1119.0,3844.0,172021.0,12.0,,,,,,,,,,
1535750100000,70794.0,55.0,1014.0,3900.0,186071.0,7.0,1.0,56.0,,,,,,,,
1535750400000,73881.0,68.0,1120.0,4271.0,200426.0,10.0,1.0,98.0,,,,,,,,
1535750700000,80571.0,37.0,781.0,4303.0,209963.0,13.0,2.0,,,,,,,,,
1535751000000,77300.0,58.0,1386.0,4201.0,234282.0,21.0,,122.0,,,,,,,,
1535751300000,84891.0,65.0,1045.0,4397.0,248946.0,17.0,,91.0,,,,,,,,
1535751600000,89433.0,57.0,1063.0,4309.0,272343.0,17.0,,46.0,,,,,,,,
1535751900000,95746.0,49.0,1089.0,5597.0,287588.0,11.0,,71.0,,,,,,,,
1535752200000,101859.0,65.0,1585.0,5114.0,313013.0,13.0,,93.0,,,,,,,,
1535752500000,100857.0,32.0,1839.0,4776.0,334539.0,18.0,,,,,,,,,,
1535752800000,117920.0,62.0,1930.0,4131.0,370170.0,26.0,12.0,40.0,,,,,,,,
1535753100000,121782.0,87.0,1875.0,2735.0,407499.0,9.0,,,,,,,,,,
1535753400000,124866.0,43.0,2323.0,3681.0,441115.0,11.0,1.0,85.0,,,,,,,,
1535753700000,136979.0,54.0,2095.0,6517.0,475154.0,4.0,,19.0,,,,,,,,
1535754000000,143825.0,92.0,2761.0,4331.0,491188.0,16.0,1.0,21.0,,,,,,,,
1535754300000,152624.0,131.0,1367.0,4098.0,518368.0,14.0,135.0,81.0,,,,,,,,
1535754600000,177134.0,71.0,1395.0,3666.0,558609.0,11.0,134.0,32.0,,,,,,,,
1535754900000,182365.0,66.0,2224.0,3773.0,587121.0,14.0,10.0,21.0,,,,,,,,
1535755200000,184874.0,146.0,2288.0,4903.0,624196.0,16.0,54.0,25.0,,,,,,,,
1535755500000,193423.0,98.0,2011.0,4721.0,635469.0,3.0,51.0,86.0,,,,,,,,
1535755800000,207469.0,121.0,1755.0,5488.0,668335.0,15.0,9.0,16.0,,,,,,,,
1535756100000,209532.0,177.0,1828.0,6641.0,680940.0,5.0,4.0,87.0,,,,,,,,
1535756400000,218678.0,173.0,2448.0,5832.0,716804.0,4.0,10.0,19.0,,,,,,,,
1535756700000,235814.0,156.0,2477.0,4975.0,733169.0,5.0,,,,,,,,,,
1535757000000,262336.0,204.0,1974.0,4279.0,735865.0,15.0,11.0,11.0,,,,,,,,
1535757300000,253469.0,138.0,2568.0,5679.0,759585.0,1.0,27.0,9.0,,,,,,,,
1535757600000,257690.0,197.0,3426.0,5577.0,766074.0,17.0,3.0,10.0,,,,,,,,
1535757900000,260808.0,224.0,3117.0,4799.0,773122.0,1.0,31.0,32.0,,,,,,,,
1535758200000,285860.0,244.0,3313.0,6439.0,809060.0,6.0,,13.0,,,,,,,,
1535758500000,286847.0,228.0,2754.0,6219.0,816183.0,15.0,,1.0,,,,,,,,
1535758800000,291531.0,575.0,2158.0,6681.0,830448.0,4.0,21.0,6.0,,,,,,,,
1535759100000,286786.0,393.0,2674.0,8032.0,854712.0,1.0,159.0,6.0,,,,,,,,
1535759400000,296793.0,534.0,2684.0,8874.0,849568.0,1.0,181.0,5.0,,,,,,,,
1535759700000,309392.0,556.0,2633.0,7479.0,868942.0,,40.0,15.0,,,,,,,,
1535760000000,319202.0,651.0,2303.0,9229.0,901372.0,10.0,32.0,5.0,,,,,,,,
1535760300000,321593.0,822.0,2359.0,7939.0,894402.0,9.0,160.0,7.0,,,,,,,,
1535760600000,346307.0,822.0,3346.0,8023.0,916153.0,19.0,21.0,12.0,,,,,,,,
1535760900000,343383.0,892.0,3084.0,7931.0,949192.0,27.0,38.0,,,,,,,,,
1535761200000,355498.0,881.0,2940.0,6935.0,959248.0,15.0,43.0,2.0,,,,,,,,
1535761500000,359855.0,1395.0,3019.0,7720.0,981379.0,23.0,32.0,1.0,,,,,,,,
1535761800000,403109.0,2009.0,2924.0,8730.0,1020275.0,17.0,6.0,4.0,,,,,,,,
1535762100000,381572.0,2071.0,2226.0,8797.0,1026344.0,41.0,10.0,1.0,,,,,,,,
1535762400000,407571.0,2397.0,3304.0,8241.0,1036542.0,10.0,23.0,3.0,,,,,,,,
1535762700000,399373.0,3306.0,2857.0,8835.0,1063871.0,38.0,11.0,3.0,,,,,,,,
1535763000000,421040.0,4271.0,2993.0,10815.0,1092800.0,23.0,34.0,4.0,,,,,,,,
1535763300000,409517.0,5811.0,3636.0,10842.0,1103937.0,23.0,38.0,1.0,,,,,,,,
1535763600000,451398.0,7350.0,3532.0,11319.0,1133767.0,153.0,19.0,2.0,,,,,,,,
1535763900000,443139.0,6405.0,3496.0,11566.0,1145431.0,28.0,14.0,6.0,,,,,,,,
1535764200000,448100.0,4985.0,4016.0,9171.0,1140986.0,35.0,2.0,,,,,,,,,
1535764500000,439727.0,4644.0,4741.0,9113.0,1144252.0,60.0,21.0,1.0,,,,,,,,
1535764800000,449167.0,4316.0,4297.0,9335.0,1152778.0,20.0,93.0,1.0,,,,,,,,
1535765100000,458731.0,4010.0,3921.0,10910.0,1184044.0,46.0,30.0,3.0,,,,,,,,
1535765400000,570671.0,3669.0,4123.0,10549.0,1372700.0,63.0,106.0,1.0,,,,,,,,
1535765700000,535363.0,3856.0,4151.0,9841.0,1321335.0,41.0,65.0,3.0,,,,,,,,
1535766000000,520316.0,3552.0,4541.0,12518.0,1306589.0,26.0,7.0,3.0,,,,,,,,
1535766300000,512451.0,4288.0,4469.0,13746.0,1295253.0,42.0,12.0,3.0,,,,,,,,
1535766600000,523271.0,3553.0,4879.0,11932.0,1302324.0,25.0,68.0,2.0,,,,,,,,
1535766900000,547990.0,3657.0,4260.0,11909.0,1347537.0,55.0,93.0,1.0,,,,,,,,
1535767200000,610641.0,3661.0,4536.0,11922.0,1421471.0,36.0,38.0,14.0,,,,,,,,
1535767500000,560603.0,3944.0,5674.0,12420.0,1382280.0,8.0,,3.0,,,,,,,,
1535767800000,558618.0,3409.0,5485.0,9574.0,1355955.0,43.0,9.0,,,,,,,,,
1535768100000,549354.0,3369.0,5624.0,9495.0,1346344.0,169.0,16.0,,,,,,,,,
1535768400000,561133.0,3149.0,3841.0,8502.0,1353787.0,149.0,,11.0,,,,,,,,
1535768700000,563646.0,2933.0,5492.0,11416.0,1366339.0,18.0,,82.0,,,,,,,,
1535769000000,559974.0,3336.0,4284.0,10776.0,1363298.0,53.0,11.0,15.0,,,,,,,,
1535769300000,581460.0,2828.0,5949.0,10320.0,1360889.0,65.0,26.0,,,,,,,,,
1535769600000,528559.0,2904.0,4844.0,10028.0,1351763.0,47.0,78.0,2.0,,,,,,,,
1535769900000,534787.0,2873.0,4361.0,8701.0,1358137.0,46.0,11.0,10.0,,,,,,,,
1535770200000,530520.0,2389.0,5005.0,9424.0,1334263.0,84.0,32.0,1.0,,,,,,,,
1535770500000,543143.0,2531.0,5462.0,9981.0,1318571.0,57.0,56.0,5.0,,,,,,,,
1535770800000,498886.0,2273.0,5917.0,8595.0,1324508.0,21.0,1.0,4.0,,,,,,,,
1535771100000,521872.0,2535.0,5214.0,9817.0,1307249.0,24.0,75.0,4.0,,,,,,,,
1535771400000,524755.0,2388.0,4868.0,17027.0,1314513.0,47.0,40.0,31.0,,,,,,,,
1535771700000,497148.0,2351.0,5291.0,28339.0,1323951.0,20.0,189.0,23.0,,,,,,,,
1535772000000,483142.0,2301.0,5882.0,8066.0,1287743.0,25.0,4.0,6.0,,,,,,,,
1535772300000,474003.0,2442.0,4692.0,13397.0,1271773.0,76.0,122.0,1.0,,,,,,,,
1535772600000,550539.0,1937.0,6171.0,14322.0,1422541.0,34.0,16.0,1.0,,,,,,,,
1535772900000,618971.0,2112.0,4402.0,12695.0,1414316.0,18.0,11.0,4.0,,,,,,,,
1535773200000,563976.0,1517.0,4501.0,11596.0,1382275.0,19.0,18.0,2.0,,,,,,,,
1535773500000,549937.0,1933.0,3897.0,8802.0,1349956.0,42.0,151.0,6.0,,,,,,,,
1535773800000,544758.0,1927.0,4567.0,11319.0,1358638.0,171.0,55.0,7.0,,,,,,,,
1535774100000,536053.0,1769.0,3940.0,10340.0,1345194.0,24.0,184.0,3.0,,,,,,,,
1535774400000,515596.0,1710.0,4471.0,11407.0,1335788.0,28.0,7.0,1.0,,,,,,,,
1535774700000,524609.0,1468.0,4666.0,10889.0,1302912.0,35.0,96.0,1.0,,,,,,,,
1535775000000,523363.0,1577.0,3867.0,11149.0,1281317.0,16.0,121.0,8.0,,,,,,,,
1535775300000,506069.0,1020.0,3617.0,10697.0,1285975.0,29.0,56.0,3.0,,,,,,,,
1535775600000,500847.0,986.0,3758.0,12329.0,1302027.0,4.0,91.0,3.0,,,,,,,,
1535775900000,530746.0,1042.0,3158.0,11631.0,1293418.0,14.0,51.0,2.0,,,,,,,,
1535776200000,513392.0,1081.0,3466.0,9764.0,1291266.0,17.0,74.0,1.0,,,,,,,,
1535776500000,488790.0,840.0,3950.0,9412.0,1304602.0,23.0,110.0,,,,,,,,,
1535776800000,469460.0,1299.0,3829.0,9294.0,1253477.0,30.0,76.0,1.0,,,,,,,,
1535777100000,509083.0,1098.0,4083.0,10827.0,1263697.0,20.0,52.0,1.0,,,,,,,,
1535777400000,489348.0,830.0,3699.0,8834.0,1272648.0,15.0,45.0,2.0,,,,,,,,
1535777700000,481319.0,1059.0,4355.0,9079.0,1262197.0,32.0,67.0,,,,,,,,,
1535778000000,462479.0,1009.0,4827.0,9707.0,1263466.0,35.0,46.0,6.0,,,,,,,,
1535778300000,479225.0,1130.0,4910.0,9938.0,1247520.0,22.0,12.0,,,,,,,,,
1535778600000,481480.0,1202.0,4780.0,10295.0,1249583.0,13.0,39.0,11.0,,,,,,,,
1535778900000,481726.0,1097.0,4337.0,9833.0,1239463.0,13.0,44.0,9.0,,,,,,,,
1535779200000,487811.0,1035.0,4359.0,9493.0,1247606.0,7.0,6.0,11.0,,,,,,,,
1535779500000,489513.0,988.0,3986.0,9021.0,1250879.0,14.0,52.0,41.0,,,,,,,,
1535779800000,536293.0,1099.0,4246.0,9794.0,1241846.0,22.0,40.0,160.0,,,,,,,,
1535780100000,512069.0,1457.0,4386.0,9669.0,1242274.0,13.0,43.0,3.0,,,,,,,,
1535780400000,501884.0,1351.0,4791.0,11578.0,1237591.0,14.0,77.0,1.0,,,,,,,,
1535780700000,497896.0,1953.0,3695.0,12430.0,1218709.0,16.0,44.0,2.0,,,,,,,,
1535781000000,494763.0,1676.0,3965.0,11863.0,1217952.0,8.0,68.0,9.0,,,,,,,,
1535781300000,492786.0,2263.0,4230.0,11923.0,1220815.0,10.0,41.0,,,,,,,,,
1535781600000,503855.0,2452.0,4007.0,10996.0,1248956.0,44.0,53.0,1.0,,,,,,,,
1535781900000,505927.0,2780.0,4976.0,10379.0,1235945.0,24.0,31.0,28.0,,,,,,,,
1535782200000,463511.0,2595.0,5134.0,10322.0,1239064.0,12.0,103.0,2.0,,,,,,,,
1535782500000,484691.0,2423.0,4391.0,10007.0,1231065.0,16.0,53.0,1.0,,,,,,,,
1535782800000,483467.0,2201.0,3719.0,10533.0,1233954.0,25.0,112.0,1.0,,,,,,,,
1535783100000,457515.0,2258.0,4099.0,9544.0,1220298.0,24.0,64.0,1.0,,,,,,,,
1535783400000,466265.0,2128.0,4619.0,11232.0,1218515.0,120.0,69.0,4.0,,,,,,,,
1535783700000,490622.0,2378.0,4180.0,10376.0,1243763.0,42.0,152.0,1.0,,,,,,,,
1535784000000,504790.0,2713.0,3978.0,11622.0,1229420.0,65.0,77.0,2.0,,,,,,,,
1535784300000,481434.0,2576.0,4332.0,11303.0,1229189.0,50.0,85.0,,,,,,,,,
1535784600000,480925.0,2627.0,3861.0,32882.0,1239373.0,40.0,141.0,1.0,,,,,,,,
1535784900000,470362.0,2414.0,3437.0,21592.0,1221729.0,35.0,69.0,,,,,,,,,
1535785200000,467856.0,2586.0,4202.0,16194.0,1230763.0,20.0,214.0,4.0,,,,,,,,
1535785500000,432826.0,2643.0,4115.0,17333.0,1209682.0,30.0,99.0,,,,,,,,,
1535785800000,472289.0,2112.0,4467.0,9473.0,1200888.0,12.0,135.0,3.0,,,,,,,,
1535786100000,494078.0,2393.0,4138.0,9477.0,1209254.0,38.0,45.0,9.0,,,,,,,,
1535786400000,469489.0,1986.0,4817.0,16184.0,1209997.0,39.0,214.0,67.0,,,,,,,,
1535786700000,459194.0,2154.0,5065.0,12437.0,1215218.0,29.0,99.0,10.0,,,,,,,,
1535787000000,481582.0,2277.0,4878.0,11356.0,1218034.0,61.0,173.0,33.0,,,,,,,,
1535787300000,491808.0,2450.0,5028.0,11842.0,1233450.0,12.0,82.0,14.0,,,,,,,,
1535787600000,474449.0,2151.0,6242.0,12486.0,1163561.0,17.0,103.0,13.0,,,,,,,,
1535787900000,452175.0,2269.0,5044.0,13697.0,1199885.0,22.0,122.0,37.0,,,,,,,,
1535788200000,501266.0,2133.0,5160.0,17862.0,1185144.0,10.0,114.0,16.0,,,,,,,,
1535788500000,443980.0,2103.0,5709.0,15020.0,1213434.0,27.0,101.0,34.0,,,,,,,,
1535788800000,475599.0,2855.0,4539.0,17395.0,1243313.0,51.0,115.0,74.0,,,,,,,,
1535789100000,475919.0,2644.0,5009.0,17202.0,1177985.0,40.0,109.0,,,,,,,,,
1535789400000,451647.0,2579.0,5972.0,17502.0,1174026.0,28.0,105.0,,,,,,,,,
1535789700000,463952.0,2319.0,5216.0,17337.0,1176897.0,16.0,112.0,15.0,,,,,,,,
1535790000000,453306.0,2186.0,4368.0,12529.0,1178347.0,12.0,87.0,6.0,,,,,,,,
1535790300000,449674.0,2352.0,4338.0,10483.0,1169822.0,23.0,58.0,9.0,,,,,,,,
1535790600000,460178.0,3128.0,4266.0,12445.0,1159397.0,17.0,64.0,81.0,,,,,,,,
1535790900000,456482.0,2124.0,4889.0,15776.0,1149577.0,53.0,79.0,15.0,,,,,,,,
1535791200000,475860.0,1909.0,5303.0,11830.0,1185768.0,102.0,31.0,4.0,,,,,,,,
1535791500000,434096.0,1838.0,4719.0,13075.0,1203232.0,16.0,35.0,1.0,,,,,,,,
1535791800000,456548.0,1770.0,3915.0,11633.0,1181590.0,27.0,26.0,,,,,,,,,
1535792100000,441292.0,1903.0,3177.0,15440.0,1166831.0,10.0,11.0,3.0,,,,,,,,
1535792400000,453375.0,2675.0,3217.0,17615.0,1160241.0,35.0,7.0,96.0,,,,,,,,
1535792700000,466835.0,3073.0,3571.0,13505.0,1164616.0,25.0,35.0,5.0,,,,,,,,
1535793000000,492062.0,2131.0,2865.0,13835.0,1172328.0,24.0,,24.0,,,,,,,,
1535793300000,431579.0,2274.0,3491.0,12543.0,1161160.0,45.0,1.0,6.0,,,,,,,,
1535793600000,463563.0,5520.0,3635.0,15048.0,1144983.0,35.0,65.0,,,,,,,,,
1535793900000,463165.0,1956.0,3755.0,13562.0,1142291.0,65.0,120.0,1.0,,,,,,,,
1535794200000,418790.0,1687.0,3162.0,10090.0,1128873.0,33.0,9.0,3.0,,,,,,,,
1535794500000,413614.0,1856.0,3592.0,7626.0,1128890.0,48.0,4.0,12.0,,,,,,,,
1535794800000,383062.0,1399.0,3054.0,7206.0,1103897.0,14.0,13.0,7.0,,,,,,,,
1535795100000,377980.0,1582.0,3307.0,9530.0,1080763.0,23.0,31.0,,,,,,,,,
1535795400000,394166.0,1533.0,3985.0,7564.0,1079611.0,23.0,30.0,4.0,,,,,,,,
1535795700000,375255.0,1467.0,4664.0,7020.0,1082884.0,26.0,3.0,,,,,,,,,
1535796000000,375823.0,1267.0,4270.0,7257.0,1056253.0,8.0,,3.0,,,,,,,,
1535796300000,367375.0,1701.0,2849.0,8841.0,1044880.0,27.0,,55.0,,,,,,,,
1535796600000,388054.0,1304.0,3234.0,6248.0,1046828.0,44.0,,3.0,,,,,,,,
1535796900000,376194.0,1289.0,2625.0,8238.0,1029049.0,24.0,,4.0,,,,,,,,
1535797200000,367310.0,1073.0,2588.0,7127.0,1016318.0,30.0,2.0,8.0,,,,,,,,
1535797500000,376011.0,1129.0,2995.0,7874.0,1015902.0,10.0,253.0,2.0,,,,,,,,
1535797800000,362315.0,816.0,3409.0,9051.0,971532.0,1.0,44.0,7.0,,,,,,,,
1535798100000,366698.0,842.0,2929.0,9694.0,995776.0,19.0,100.0,2.0,,,,,,,,
1535798400000,386465.0,1044.0,3274.0,8611.0,987082.0,3.0,448.0,,,,,,,,,
1535798700000,384709.0,675.0,2474.0,8964.0,998341.0,12.0,343.0,1.0,,,,,,,,
1535799000000,377964.0,737.0,2628.0,12322.0,1000601.0,29.0,34.0,1.0,,,,,,,,
1535799300000,361495.0,859.0,2601.0,9933.0,973865.0,20.0,66.0,22.0,,,,,,,,
1535799600000,392015.0,804.0,3053.0,10529.0,977739.0,14.0,43.0,,,,,,,,,
1535799900000,392760.0,956.0,3514.0,14142.0,964001.0,5.0,20.0,,,,,,,,,
1535800200000,367758.0,903.0,3454.0,15077.0,971125.0,5.0,99.0,2.0,,,,,,,,
1535800500000,411303.0,725.0,4687.0,23747.0,1006357.0,17.0,71.0,4.0,,,,,,,,
1535800800000,459019.0,807.0,4154.0,38256.0,1003209.0,14.0,46.0,5.0,,,,,,,,
1535801100000,507405.0,603.0,4375.0,53098.0,1042316.0,7.0,73.0,31.0,,,,,,,,
1535801400000,689825.0,753.0,5786.0,79677.0,1076058.0,11.0,35.0,27.0,,,,,,,,
1535801700000,845191.0,517.0,6073.0,105396.0,1128160.0,18.0,290.0,93.0,,,,,,,,
1535802000000,1010652.0,668.0,6511.0,122790.0,1197330.0,4.0,203.0,36.0,,,,,,,,
1535802300000,1081762.0,619.0,6657.0,139672.0,1255016.0,3.0,103.0,50.0,,,,,,,,
1535802600000,1122926.0,639.0,6949.0,147210.0,1284079.0,5.0,75.0,187.0,,,,,,,,
1535802900000,1141225.0,806.0,7045.0,147772.0,1301030.0,13.0,45.0,336.0,,,,,,,,
1535803200000,1209120.0,740.0,8412.0,160893.0,1356297.0,16.0,44.0,172.0,,,,,,,,
1535803500000,1215542.0,623.0,9025.0,164319.0,1332484.0,29.0,52.0,243.0,,,,,,,,
1535803800000,1183243.0,481.0,8234.0,164968.0,1343003.0,11.0,26.0,377.0,,,,,,,,
1535804100000,1168579.0,399.0,8336.0,165818.0,1325243.0,14.0,70.0,246.0,,,,,,,,
1535804400000,1108990.0,468.0,8766.0,169747.0,1307550.0,16.0,72.0,473.0,,,,,,,,
1535804700000,826232.0,407.0,7568.0,133849.0,1247911.0,15.0,261.0,340.0,,,,,,,,
1535805000000,679673.0,435.0,7838.0,114665.0,1223416.0,12.0,157.0,242.0,,,,,,,,
1535805300000,742244.0,481.0,8815.0,128350.0,1237787.0,15.0,105.0,408.0,,,,,,,,
1535805600000,892467.0,405.0,7637.0,141496.0,1256516.0,24.0,162.0,379.0,,,,,,,,
1535805900000,1011457.0,495.0,8159.0,158283.0,1283861.0,3.0,131.0,260.0,,,,,,,,
1535806200000,1093405.0,366.0,7878.0,156517.0,1316460.0,9.0,70.0,279.0,,,,,,,,
1535806500000,1170318.0,392.0,7577.0,168698.0,1341097.0,9.0,43.0,361.0,,,,,,,,
1535806800000,1197581.0,606.0,8502.0,167533.0,1344753.0,8.0,24.0,155.0,,,,,,,,
1535807100000,1277136.0,399.0,6744.0,173137.0,1359950.0,8.0,87.0,381.0,,,,,,,,
1535807400000,1272090.0,480.0,8319.0,168425.0,1357337.0,6.0,82.0,301.0,,,,,,,,
1535807700000,1391661.0,429.0,7290.0,181562.0,1398762.0,10.0,143.0,208.0,,,,,,,,
1535808000000,1454202.0,312.0,9758.0,189695.0,1432276.0,8.0,149.0,75.0,,,,,,,,
1535808300000,1455685.0,252.0,9312.0,189557.0,1425101.0,16.0,78.0,217.0,,,,,,,,
1535808600000,1181708.0,220.0,7888.0,131912.0,1344582.0,14.0,8.0,333.0,,,,,,,,
1535808900000,900844.0,243.0,7618.0,96714.0,1267386.0,3.0,63.0,77.0,,,,,,,,
1535809200000,719244.0,251.0,5979.0,68671.0,1259134.0,28.0,32.0,371.0,,,,,,,,
1535809500000,656260.0,303.0,6322.0,63777.0,1227266.0,,5.0,331.0,,,,,,,,
1535809800000,640978.0,254.0,7663.0,68050.0,1237580.0,17.0,103.0,120.0,,,,,,,,
1535810100000,668066.0,272.0,6329.0,64437.0,1248675.0,24.0,15.0,196.0,,,,,,,,
1535810400000,705786.0,405.0,5792.0,69191.0,1292722.0,11.0,3.0,304.0,,,,,,,,
1535810700000,740756.0,195.0,5535.0,77459.0,1260092.0,216.0,6.0,112.0,,,,,,,,
1535811000000,724653.0,182.0,5566.0,84022.0,1239834.0,19.0,10.0,151.0,,,,,,,,
1535811300000,730774.0,172.0,6033.0,79169.0,1243282.0,9.0,89.0,210.0,,,,,,,,
1535811600000,724771.0,203.0,5265.0,85753.0,1217626.0,32.0,72.0,118.0,,,,,,,,
1535811900000,711644.0,113.0,6278.0,84597.0,1204533.0,1.0,227.0,203.0,,,,,,,,
1535812200000,699965.0,166.0,5378.0,75104.0,1192983.0,10.0,76.0,120.0,,,,,,,,
1535812500000,704576.0,156.0,4904.0,80069.0,1180492.0,15.0,9.0,174.0,,,,,,,,
1535812800000,716692.0,107.0,4448.0,89688.0,1165410.0,2.0,34.0,120.0,,,,,,,,
1535813100000,669738.0,109.0,5102.0,91433.0,1137802.0,,136.0,163.0,,,,,,,,
1535813400000,586964.0,55.0,4745.0,70648.0,1089009.0,6.0,55.0,142.0,,,,,,,,
1535813700000,556107.0,169.0,4984.0,62830.0,1083192.0,6.0,111.0,243.0,,,,,,,,
