timestamp,e01,e02,e03,e04,e05,e06,e07,e08,e09,e10,e11,e12,e13,e01_pre,e01_pre_dev,e01_pre_dev_rate,e02_pre,e02_pre_dev,e02_pre_dev_rate,e03_pre,e03_pre_dev,e03_pre_dev_rate,e04_pre,e04_pre_dev,e04_pre_dev_rate,e05_pre,e05_pre_dev,e05_pre_dev_rate,e07_pre,e07_pre_dev,e07_pre_dev_rate,e08_pre,e08_pre_dev,e08_pre_dev_rate,e09_pre,e09_pre_dev,e09_pre_dev_rate,e10_pre,e10_pre_dev,e10_pre_dev_rate,e11_pre,e11_pre_dev,e11_pre_dev_rate,e12_pre,e12_pre_dev,e12_pre_dev_rate,e13_pre,e13_pre_dev,e13_pre_dev_rate
1538336100000,2125.38,18.82,342.17,3792.11,142.93,1137.74,142.76,40818.17,1681.24,265898.38,19839.89,11008.01,219.29,10261.9443067,-8136.5643067,-0.792887201832,41.2330920336,-22.4130920336,-0.543570489822,1579.69650473,-1237.52650473,-0.783395102176,16670.4699259,-12878.3599259,-0.772525308713,486.63373747,-343.70373747,-0.706288345845,1860.9868701,-1718.2268701,-0.923288013315,128827.03306,-88008.8630595,-0.683155242882,9158.0360007,-7476.7960007,-0.81641915364,1313316.71693,-1047418.33693,-0.797536742987,66067.921415,-46228.031415,-0.69970464372,53336.0342,-42328.0242,-0.793610264334,1363.84487054,-1144.55487054,-0.839211918645
1538349900000,5837.26,63.14,2014.67,10924.32,310.81,3599.53,1026.63,122459.36,5145.92,1510772.36,29311.26,12391.27,705.64,4274.58221252,1562.67778748,0.365574390616,26.0288845003,37.1111154997,1.42576665163,856.621379236,1158.04862076,1.35187919521,6983.78715594,3940.53284406,0.564240111571,239.258096405,71.5519035945,0.299057397302,720.95849891,305.67150109,0.423979329674,64160.4849686,58298.8750314,0.90864143343,3726.60788358,1419.31211642,0.380858990472,867468.297206,643304.062794,0.741587980641,26839.4937077,2471.76629232,0.0920943710503,14468.6442203,-2077.37422026,-0.143577669658,453.742530583,251.897469417,0.55515507681
1538377800000,14804.89,60.29,3094.75,25150.75,411.04,13230.17,4031.05,236212.77,13086.13,1870103.5,32822.29,11220.53,1022.47,10654.6373031,4150.25269689,0.389525478796,54.5464632938,5.74353670625,0.105296225629,2397.65601669,697.093983308,0.290739780208,17761.0545268,7389.69547322,0.416061752531,335.532204228,75.5077957721,0.225038892901,2556.14302506,1474.90697494,0.577004870416,174682.702001,61530.067999,0.352239044245,9563.44804086,3522.68195914,0.368348522843,1389903.00353,480200.496468,0.345492092073,29782.1906809,3040.09931906,0.102077760217,10224.2600199,996.269980065,0.0974417687073,755.663750601,266.806249399,0.353075358169
1538382000000,14154.18,56.92,2906.76,23736.74,464427.72,11395.39,4073.97,242530.97,12689.3,1550175.78,29575.57,10536.66,964.15,12088.3144312,2065.86556877,0.170897736034,58.6540128983,-1.73401289832,-0.0295634145498,2664.87849873,241.881501268,0.0907664275813,20067.5534522,3669.18654779,0.182841747826,369.162982412,464058.557018,1257.05604063,2988.12578253,1085.84421747,0.363386382133,197649.187855,44881.7821449,0.227077999318,10857.9318492,1831.36815078,0.168666388426,1524383.18248,25792.5975232,0.0169200223537,31634.8076502,-2059.23765022,-0.0650940468166,10845.6318557,-308.971855658,-0.0284881378762,851.407331335,112.742668665,0.132419189401
1538383800000,24240.73,93.91,6006.91,37732.69,617.06,18428.08,7141.52,263971.99,20318.45,2782334.75,29867.21,18023.0,2108.37,12624.6545391,11616.0754609,0.920110362219,59.5460164681,34.3639835319,0.577099620936,2753.2620759,3253.6479241,1.18174290511,20939.40803,16793.28197,0.801994113012,4229.15591285,-3612.09591285,-0.854093816186,3160.13856083,3981.38143917,1.2598755917,205875.28391,58096.7060901,0.282193690213,11333.0910302,8985.35896984,0.792842742189,1555382.20915,1226952.54085,0.788843111118,32132.622222,-2265.41222204,-0.0705019405634,10966.6951195,7056.30488053,0.643430386607,885.889478147,1222.48052185,1.3799469934
1538385900000,5138.23,30.04,1569.8,9456.08,255.49,2133.69,489.95,50837.23,4491.51,691897.6,10771.71,5787.4,579.12,13242.796806,-8104.56680605,-0.61199812432,60.4436326055,-30.4036326055,-0.503008030704,2862.63892008,-1292.83892008,-0.451624866486,21907.9610531,-12451.8810531,-0.568372429681,4243.75488104,-3988.26488104,-0.939796240084,3367.05618521,-2877.10618521,-0.854487132661,213465.726725,-162628.496725,-0.761848279909,11872.2272734,-7380.7172734,-0.621679243787,1587406.43498,-895508.83498,-0.564133302755,32299.6069609,-21527.8969609,-0.666506468235,11108.5429566,-5321.14295665,-0.479013582376,925.651349977,-346.531349977,-0.374364872892
1538388000000,16325.6,69.9,3789.08,27616.81,697.29,11869.79,4183.9,234649.56,13840.15,1557989.03,34979.49,11019.62,1565.38,13548.0507554,2777.54924461,0.205014676632,59.4144199656,10.4855800344,0.176482073552,2875.80524785,913.274752152,0.317571835866,22371.1411169,5245.66888315,0.234483742056,4251.44968633,-3554.15968633,-0.835987709735,3492.19936306,691.700636943,0.198070203053,217609.547183,17040.0128165,0.0783054467834,12129.9613581,1710.18864189,0.140988795546,1575009.40856,-17020.3785569,-0.0108065250052,31996.7684164,2982.72158363,0.0932194634414,11013.3661907,6.25380926539,0.00056783813024,931.071295353,634.308704647,0.681267597673
1538390700000,42435.94,49.56,2406.87,94922.89,503.0,12190.98,3770.37,199975.7,31422.58,1396943.27,27654.89,7796.36,1039.66,13905.7180978,28530.2219022,2.05168993802,59.9274695521,-10.3674695521,-0.173000289009,2938.32242079,-531.452420787,-0.180869334498,22991.2231725,71931.6668275,3.12865767462,4269.66439947,-3766.66439947,-0.882192146047,3683.41215133,86.9578486701,0.0236079605261,222663.197356,-22687.4973556,-0.101891545729,12425.3882751,18997.1917249,1.52890125478,1576622.4207,-179679.150697,-0.113964604548,32038.6154368,-4383.72543675,-0.136826307161,11033.2348457,-3236.87484566,-0.293374961282,960.256655486,79.4033445144,0.0826897101528
1538393700000,25039.84,51.44,2816.61,31663.39,566.17,23017.83,12492.14,201600.82,19371.3,2155671.8,42278.55,10497.48,1173.45,14030.9469441,11008.8930559,0.784615115412,59.1513197637,-7.71131976373,-0.130365979906,2925.95645282,-109.346452819,-0.0373711825799,23466.1756549,8197.2143451,0.349320420406,4284.41151227,-3718.24151227,-0.867853496711,3798.52494714,8693.61505286,2.28868183672,222840.902766,-21240.082766,-0.0953150095083,12472.0229714,6899.27702858,0.553180269503,1553625.0472,602046.752799,0.387510972409,31992.2341469,10286.3158531,0.321525399127,10514.6607552,-17.1807551918,-0.00163398093308,978.812541593,194.637458407,0.198850597164
1538396700000,26312.86,50.32,2965.59,36604.71,680.12,47439.8,11017.37,387880.52,23906.34,2457949.24,63957.51,11596.07,1164.4,14166.2263656,12146.6336344,0.857436082198,57.8528741576,-7.53287415763,-0.13020743165,2872.1252533,93.4647466995,0.032542016262,23346.0146061,13258.6953939,0.567921147041,4290.23550736,-3610.11550736,-0.841472572116,4124.12587263,6893.24412737,1.67144368049,216514.406163,171366.113837,0.791476728384,12473.5520464,11432.7879536,0.916562332131,1544420.09483,913529.145166,0.591503016713,30983.5297056,32973.9802944,1.06424221539,10340.6578219,1255.41217813,0.121405446322,989.878118844,174.521881156,0.176306433927
1538400900000,22423.39,56.28,3277.33,32494.1,706.43,40291.62,7099.71,268892.51,20151.57,2848148.24,68324.15,9627.84,1175.98,14119.6931905,8303.69680951,0.588093289102,55.7747843672,0.505215632847,0.00905813690863,2761.7570085,515.572991501,0.186682966646,23006.3896268,9487.71037321,0.412394579381,4298.54490385,-3592.11490385,-0.835658341183,4262.19909378,2837.51090622,0.665738705252,210671.719926,58220.7900739,0.276357880851,12422.2682583,7729.30174174,0.622213397831,1557931.41137,1290216.82863,0.828160225293,31101.2336472,37222.9163527,1.19683086449,9887.5767255,-259.736725505,-0.026268997219,985.706959979,190.273040021,0.193032054908
1538402700000,20451.72,35.05,1969.56,29810.62,403.51,63584.68,2962.36,108489.45,18971.16,2887732.55,37122.85,7653.94,659.77,14033.4947603,6418.22523971,0.457350456842,54.3163206517,-19.2663206517,-0.354705923018,2719.91636328,-750.356363277,-0.275874792846,22752.5866995,7058.03330048,0.310207951021,4301.20925974,-3897.69925974,-0.906186847551,4189.00300612,-1226.64300612,-0.292824570507,205829.56998,-97340.1199804,-0.472916112052,12339.620633,6631.53936704,0.537418415387,1571127.64144,1316604.90856,0.837999965013,31575.7914753,5547.05852466,0.175674409587,9623.71550166,-1969.77550166,-0.204679315522,978.048782681,-318.278782681,-0.325422196026
1538440500000,10099.16,66.26,2488.12,17774.88,421.83,5975.14,2066.29,115662.52,9158.16,1727147.61,28012.52,12276.33,747.8,3075.99634552,7023.16365448,2.28321586425,23.0793706741,43.1806293259,1.87096216511,816.252633588,1671.86736641,2.04822293689,5433.34386461,12341.5361354,2.2714439658,160.297887784,261.532112216,1.6315381059,592.552522746,1473.73747725,2.48710016528,42851.1363903,72811.3836097,1.69917042448,2727.71892857,6430.44107143,2.3574426984,639726.460085,1087421.14991,1.69982206109,14523.1657749,13489.3542251,0.928816377512,4407.99736043,7868.33263957,1.78501301072,239.507857821,508.292142179,2.12223576631
1538454000000,12084.35,60.34,2448.4,20681.01,345.6,10351.61,2814.77,521219.69,10727.59,1490974.31,28126.31,8364.65,849.91,6354.94155175,5729.40844825,0.901567449769,38.3401406447,21.9998593553,0.573807476588,1438.56868208,1009.83131792,0.70196948571,11053.2524204,9627.75757961,0.871033901465,220.089528954,125.510471046,0.570270069835,1319.47491304,1495.29508696,1.13325010744,100024.392225,421195.297775,4.21092583923,5707.20445546,5020.38554454,0.879657559794,922817.417664,568156.892336,0.615676385665,18979.1440163,9147.16598367,0.481958826794,6186.89027039,2177.75972961,0.351995854853,471.461274155,378.448725845,0.80271434069
1538456100000,8977.28,58.38,2021.81,16423.85,353.49,7926.05,1683.61,132928.87,7899.71,1240798.52,21923.28,8041.28,674.3,6972.94746133,2004.33253867,0.287444090148,41.353485692,17.026514308,0.41173105539,1561.81173427,459.998265729,0.294528627001,12147.2779247,4276.57207528,0.352060116001,237.208403986,116.281596014,0.490208584769,1461.10304857,222.506951431,0.152286966788,116332.599863,16596.2701374,0.142662247358,6251.45853145,1648.25146855,0.263658706246,998415.088855,242383.431145,0.242768197166,20243.7382751,1679.54172486,0.0829659869158,6434.00073953,1607.27926047,0.249810238689,513.238837354,161.061162646,0.313813279362
1538464200000,14531.74,58.82,3090.15,24880.75,389.02,11877.45,4084.4,230624.23,12941.59,1691403.28,28164.6,10164.76,950.71,9389.6759114,5142.0640886,0.547629560074,51.6985015303,7.12149846968,0.137750578041,2049.29531492,1040.85468508,0.507908585702,16230.8684355,8649.88156447,0.532927834319,303.250892342,85.7691076581,0.282832169085,2127.93187177,1956.46812823,0.919422352844,153599.717546,77024.5124545,0.501462591763,8408.26014242,4533.32985758,0.539151950677,1285028.14926,406375.130737,0.316238310399,24827.8106871,3336.78931293,0.134397243277,7671.65312779,2493.10687221,0.3249764856,663.294422538,287.415577462,0.43331523332
1538466300000,12792.03,51.89,2575.26,21154.41,327.37,9797.72,3489.77,223827.1,399028.14,1442307.03,26774.88,9454.47,838.86,10074.7381455,2717.29185451,0.269713397537,54.0040136166,-2.11401361663,-0.0391454907711,2178.24546711,397.014532889,0.18226344959,17357.8572164,3796.55278365,0.218722434246,319.571339619,7.79866038136,0.0244035037393,2326.09039799,1163.67960201,0.500272733603,164742.21692,59084.8830799,0.358650527985,9008.21249739,390019.927503,43.2960398765,1357032.20228,85274.8277187,0.062839207187,26025.2851647,749.594835256,0.0288025599147,8067.57399263,1386.89600737,0.171909920956,706.883982306,131.976017694,0.186701100885
1538469600000,87408.55,49.73,2388.87,31094.85,342.02,13862.82,3588.43,558966.64,51819.74,1897411.06,44312.75,9213.52,953.02,11043.9307002,76364.6192998,6.91462318741,56.0544721935,-6.32447219352,-0.112827254384,2338.54780093,50.3221990653,0.0215185676535,18925.6837788,12169.1662212,0.642997440066,336.061088143,5.95891185688,0.0177316329296,2604.54657361,983.883426386,0.377756127056,181876.542313,377090.097687,2.07333003416,13089.5014016,38730.2385984,2.95887806647,1437676.18896,459734.871042,0.31977636868,27388.4493796,16924.3006204,0.617935699311,8696.65612631,516.863873695,0.0594324837257,774.65436499,178.36563501,0.230251894356
1538473800000,199744.1,47.13,2319.94,238513.5,359.53,9842.83,4052.99,199654.24,10103.79,1299616.27,24794.53,8993.74,1005.71,13787.0762959,185957.023704,13.4877779533,57.0465135345,-9.91651353448,-0.173832070009,2452.56854866,-132.628548656,-0.0540774074302,20687.2612574,217826.238743,10.5294865295,350.954159178,8.57584082157,0.0244357862624,2917.22533517,1135.76466483,0.38933045423,205845.035716,-6190.79571554,-0.0300750304423,14976.18123,-4872.39122997,-0.325342699527,1488762.12717,-189145.85717,-0.127049079042,28533.0036761,-3738.47367609,-0.131022787454,9158.68527909,-164.945279093,-0.0180097114451,843.654296649,162.055703351,0.192087806576
1538476500000,79778.67,41.31,2190.79,115048.65,428.92,9456.09,3629.84,255540.63,9244.69,1247870.16,26426.68,8524.66,1034.51,15659.5904453,64119.0795547,4.09455660918,56.1834516117,-14.8734516117,-0.264730115097,2478.09042093,-287.300420925,-0.115936213828,22965.0310518,92083.6189482,4.00973195901,358.453961814,70.4660381857,0.196583231579,3130.47876637,499.361233632,0.159515930597,211362.870845,44177.7591554,0.209013811077,15243.2159831,-5998.52598308,-0.393521025336,1487346.53804,-239476.378036,-0.161009133992,28576.6548126,-2149.9748126,-0.0752353565069,9194.87086466,-670.21086466,-0.0728896440771,858.686598228,175.823401772,0.204758525561
1538480100000,16511.16,66.06,3629.89,26763.75,681.72,14311.14,5635.92,188439.18,14749.73,2328650.21,43905.79,13141.13,1872.36,16179.5954445,331.564555459,0.0204927593273,54.8192538375,11.2407461625,0.205051060998,2460.43964975,1169.45035025,0.475301375657,23692.051617,3071.69838298,0.12965100839,362.744285793,318.975714207,0.87934042437,3248.76784235,2387.15215765,0.734786932613,212132.585461,-23693.4054606,-0.111691494304,15160.8323394,-411.102339361,-0.0271160797876,1468767.88523,859882.324773,0.585444666527,28764.8102076,15140.9797924,0.526371621543,9210.05614741,3931.07385259,0.426824092022,895.906600807,976.453399193,1.08990535209
1538483700000,17264.16,74.38,3715.53,26981.67,624.79,15996.86,5404.92,172209.75,15225.91,2690482.8,49788.83,12446.91,1988.69,16077.1484769,1187.01152315,0.0738322175015,53.7102357655,20.6697642345,0.384838456579,2422.44653574,1293.08346426,0.533792364527,23427.3979474,3554.27205263,0.151714332962,376.696404813,248.093595187,0.658603565143,3354.89140448,2050.02859552,0.611056618043,203966.20137,-31756.4513701,-0.15569467469,15070.8264576,155.083542424,0.0102903143939,1468385.04023,1222097.75977,0.832273365831,29037.301632,20751.528368,0.714650714827,9069.57424398,3377.33575602,0.372380848888,934.224458603,1054.4655414,1.12870684522
1538487300000,13967.23,68.13,3143.02,23304.68,596.62,16108.26,3444.18,136082.46,12765.03,2717676.37,43873.86,11808.29,1313.33,15946.9732769,-1979.74327694,-0.124145393772,52.6561589178,15.4738410822,0.29386573955,2406.57767096,736.442329043,0.306012283722,23001.4537828,303.226217232,0.0131829153103,392.159115222,204.460884778,0.521372261517,3398.7370494,45.4429505955,0.0133705402727,195629.820864,-59547.3608641,-0.304387953744,14944.6897879,-2179.6597879,-0.145848446427,1501429.09657,1216247.27343,0.81005974655,29380.8086279,14493.0513721,0.493282930216,8928.11788131,2880.17211869,0.32259566428,965.479583424,347.850416576,0.360287697998
1538489100000,19968.65,40.79,2587.3,25679.83,1061.82,14135.7,3347.76,273148.49,18117.22,2248344.28,268038.19,11015.44,1861.4,15778.1466333,4190.50336667,0.265589074817,51.5672381674,-10.7772381674,-0.208993899041,2369.08406342,218.215936583,0.0921098326367,22734.6763781,2945.15362194,0.129544558848,399.629134037,662.190865963,1.65701348967,3356.99324248,-9.2332424831,-0.00275045012491,191526.02869,81622.4613097,0.426169027092,14823.6527424,3293.56725761,0.222183244228,1512003.83992,736340.440077,0.486996408762,29537.2737142,238500.916286,8.07457447135,8864.05458861,2151.38541139,0.242708953322,963.977796522,897.422203478,0.930957338142
1538504400000,4328.71,252.45,419.26,8723.23,1689.33,1930.32,275.51,95559.58,4013.69,388790.94,93566.85,100526.94,905.2,13197.6420344,-8868.93203443,-0.672008833949,38.0761243437,214.373875656,5.63013907932,1736.79487648,-1317.53487648,-0.758601314595,18090.6336014,-9367.40360141,-0.517804064125,398.324944694,1291.00505531,3.24108513037,2402.7630182,-2127.2530182,-0.885336174266,134525.059462,-38965.4794616,-0.289652200248,9334.81087732,-5321.12087732,-0.57002985355,1288213.55383,-899422.61383,-0.698193720409,45152.8567638,48413.9932362,1.07222436643,19675.0701535,80851.8698465,4.10935611491,951.732917625,-46.5329176251,-0.0488928319735
1538508300000,2756.69,12.24,220.11,6567.8,307.92,1034.27,154.05,148177.94,58673.09,153228.35,54635.49,58733.08,593.15,10399.6186478,-7642.92864784,-0.734923933911,42.1120287669,-29.8720287669,-0.709346703106,1509.0729084,-1288.9629084,-0.854142236087,16289.4370788,-9721.63707885,-0.59680620219,443.291327222,-135.371327222,-0.305377793134,2044.08960748,-1890.03960748,-0.924636376294,111735.149399,36442.7906008,0.326153325939,7422.97345057,51250.1165494,6.9042570192,1149877.23597,-996648.885971,-0.866743731238,49187.9828952,5447.50710484,0.110748739513,25850.1550428,32882.9249572,1.27205909995,927.03359018,-333.88359018,-0.360163422034
1538528700000,7854.95,42.65,1518.47,13833.0,260.54,3780.05,1588.67,125525.12,7269.2,1099889.03,35633.86,14235.45,659.56,3986.244209,3868.705791,0.97051399467,33.4591467176,9.19085328244,0.274688812599,810.854366028,707.615633972,0.872679069903,7961.82126589,5871.17873411,0.737416545542,317.033686957,-56.4936869568,-0.17819458714,632.725617445,955.944382555,1.5108355916,72936.6078276,52588.5121724,0.721016698456,5528.62692387,1740.57307613,0.314829179126,612799.315188,487089.714812,0.794860083456,41740.8225376,-6106.96253757,-0.146306712861,34508.2448697,-20272.7948697,-0.587476846367,627.228633809,32.331366191,0.0515463810934
1538538300000,133867.85,58.38,2352.17,20560.6,398.09,9292.88,2606.84,305795.65,10970.48,1580997.03,37640.17,13438.93,862.93,5995.66662927,127872.183371,21.3274338414,42.3149360909,16.0650639091,0.379654689175,1179.45254691,1172.71745309,0.994289644092,11540.8552591,9019.74474088,0.781549073995,343.797393257,54.2926067426,0.157920356022,1098.14752281,1508.69247719,1.37385227927,106482.380719,199313.269281,1.87179576503,7358.24458759,3612.23541241,0.490909940463,820622.848922,760374.181078,0.926581781237,40702.0108246,-3061.84082465,-0.075225787685,28801.3451055,-15362.4151055,-0.533392279048,660.243441001,202.686558999,0.306987614585
1538540700000,489637.9,59.27,2322.82,19756.33,438.18,10355.98,2346.26,169729.02,10548.12,1422143.36,33686.67,11971.51,786.37,9366.6578044,480271.242196,51.2745583563,42.2851663491,16.9848336509,0.401673568237,1312.41230126,1010.40769874,0.769885879439,12436.8280027,7319.50199727,0.588534471625,336.389664474,101.790335526,0.302596501248,1243.88719176,1102.37280824,0.8862321403,116817.107199,52911.9128014,0.452946610905,7868.94715435,2679.17284565,0.340474118467,901180.446831,520962.913169,0.578089454783,38921.3995188,-5234.72951875,-0.134494894415,25332.843632,-13361.333632,-0.527431259835,664.081892635,122.288107365,0.184146125232
1538542800000,11154.42,56.35,2206.98,18076.39,463.59,11558.25,2345.31,149068.27,9862.91,977485.56,32119.43,13455.63,717.89,13818.1018445,-2663.68184449,-0.192767564928,39.8586147211,16.4913852789,0.413747075614,1425.32613509,781.653864912,0.54840351669,13120.950131,4955.439869,0.377673858945,313.741969715,149.848030285,0.477615508122,1364.95430101,980.355698993,0.718233349109,121917.464209,27150.8057914,0.222698248915,8276.71748764,1586.19251236,0.191645119545,969552.25407,7933.30593019,0.00818244287184,36612.0637559,-4492.63375591,-0.122709109922,22042.5164533,-8586.88645327,-0.389560169842,666.002270027,51.8877299726,0.0779092389137
1538545500000,13813.67,140.85,3961.26,25707.15,5795.84,11207.04,3187.9,193817.91,12894.37,1658924.44,33764.95,12097.43,963.25,14428.3297346,-614.659734609,-0.0426008932368,43.1210040928,97.7289959072,2.26638961599,1572.30181357,2388.95818643,1.51940178775,13969.289933,11737.860067,0.840261754417,325.50648287,5470.33351713,16.8056054334,1534.19699276,1653.70300724,1.07789483036,126932.786274,66885.1237265,0.526933392783,6982.61855751,5911.75144249,0.846638176465,1051253.294,607671.145997,0.578044463179,34879.9254576,-1114.9754576,-0.0319661078105,18534.1693624,-6436.7393624,-0.347290414614,675.117919095,288.132080905,0.426787784409
