timestamp,l1,l2,l3,l4,l1_pre,l1_pre_dev,l1_pre_dev_rate,l2_pre,l2_pre_dev,l2_pre_dev_rate,l3_pre,l3_pre_dev,l3_pre_dev_rate,l4_pre,l4_pre_dev,l4_pre_dev_rate
1538476500000,2652.04,24967.23,1504845.99,226750.34,3211.35635153,-559.316351527,-0.174168261103,24592.4460932,374.783906753,0.015239797836,1599168.8509,-94322.8609017,-0.0589824275582,180232.149561,46518.1904394,0.258101512704
1538480100000,5649.9,37087.72,2342911.96,272708.46,3180.84609954,2469.05390046,0.776225514592,24629.5551047,12458.1648953,0.505821759361,1583319.66782,759592.292183,0.479746640948,179514.444456,93194.0155442,0.519144940268
1538483700000,6238.71,41901.41,2671582.86,292482.22,3223.22705049,3015.48294951,0.935547791785,24781.3992257,17120.0107743,0.690841167535,1576046.14463,1095536.71537,0.695117157014,178198.00415,114284.21585,0.6413327489
1538487300000,6248.65,42448.31,2647889.1,287565.4,3364.21176565,2884.43823435,0.85738902164,25314.9252492,17133.3847508,0.676809612598,1598556.27238,1049332.82762,0.656425329378,179710.961994,107854.438006,0.600155031219
1538489100000,3916.55,26863.22,2691168.91,165398.19,3427.74390498,488.806095025,0.142602863159,25532.7630787,1330.45692131,0.052107831699,1604893.5698,1086275.3402,0.676851948711,179403.788341,-14005.5983412,-0.0780674615108
1538504400000,63872.04,4110.92,535117.54,97881.51,3058.02338191,60814.0166181,19.8867075307,21037.3210209,-16926.4010209,-0.804589187192,1375123.76637,-840006.226369,-0.610858634628,142675.748606,-44794.2386064,-0.313958321887
1538508300000,473.06,3554.88,446757.37,34308.87,4871.46615735,-4398.40615735,-0.902891658338,18808.8267822,-15253.9467822,-0.810999375922,1231097.75472,-784340.384722,-0.63710650248,128494.340239,-94185.4702386,-0.732993142451
1538528700000,2948.97,20810.11,1112627.45,175704.02,3611.84603668,-662.876036683,-0.183528320407,10111.6297228,10698.4802772,1.05803718792,693977.992713,418649.457287,0.603260422785,77281.6097387,98422.4102613,1.27355538522
1538538300000,3378.94,26856.14,1864881.12,223725.8,3963.57754708,-584.63754708,-0.147502487371,13470.8559931,13385.2840069,0.993647620746,902003.435464,962877.684536,1.06748782397,109099.873053,114625.926947,1.05065133203
1538540700000,3289.59,24739.48,1979331.11,166421.61,3394.25570696,-104.665706961,-0.0308361290361,14880.2958856,9859.18411439,0.662566402589,982831.734428,996499.375572,1.01390638974,118587.755747,47833.8542532,0.403362505276
1538542800000,2256.67,22868.26,1071837.34,131608.71,2191.07308602,65.5969139821,0.0299382592031,16093.1649093,6775.09509069,0.420992087564,1051063.14099,20774.1990134,0.0197649391395,125143.542425,6465.16757522,0.0516620150745
1538545500000,3710.32,29009.4,1766430.62,177125.72,2363.23014006,1347.08985994,0.570020598967,17738.8177614,11270.5822386,0.635362648754,1122437.2811,643993.338899,0.573745499853,134429.305843,42696.4141565,0.317612397748
1538547900000,3962.64,28245.24,1746436.68,188376.11,2553.46539156,1409.17460844,0.551867518197,19207.9679216,9037.27207845,0.470496000168,1205466.69749,540969.982514,0.448763938185,143667.367927,44708.7420731,0.311196221649
1538552100000,3401.72,18139.76,1116749.1,112699.47,2988.05395461,413.666045386,0.138439951778,21715.1275892,-3575.36758921,-0.164648702823,1354969.8417,-238220.741699,-0.17581257853,159190.622755,-46491.152755,-0.29204705623
1538555400000,4028.05,27256.73,2085552.11,166047.63,3238.85918366,789.190816336,0.243663207192,23089.8876364,4166.84236356,0.180461786093,1440882.31756,644669.792439,0.447413216598,166683.446766,-635.816765993,-0.00381451654816
1538557800000,3221.07,23872.14,2708658.24,146600.99,3352.9852305,-131.915230504,-0.0393426220027,23800.742066,71.3979340385,0.00299981966279,1494580.96653,1214077.27347,0.812319506704,169747.627926,-23146.6379262,-0.136359124478
1538559900000,2913.16,22090.7,1735340.39,138617.76,3389.92741033,-476.76741033,-0.140642365638,24136.8964145,-2046.19641454,-0.0847746279967,1530662.21282,204678.177175,0.133718710412,170189.69096,-31571.9309601,-0.1855102432
1538563200000,3466.48,26262.75,1638403.42,166727.17,3388.89071529,77.5892847114,0.0228951864282,24323.2330478,1939.51695222,0.079739274315,1547606.35813,90797.061873,0.0586693518001,167877.226887,-1150.05688736,-0.00685058306409
1538566800000,5385.09,42243.36,2398204.27,228893.51,3401.20980589,1983.88019411,0.583286626621,24715.1116516,17528.2483484,0.709211780849,1553696.86199,844507.408009,0.543547089956,164042.676532,64850.8334682,0.39532903778
1538568900000,3453.36,28185.14,2523002.39,636901.11,3394.60751368,58.7524863248,0.0173075933191,24986.3643799,3198.77562014,0.128020850553,1545161.74593,977840.644075,0.632840313743,161111.11273,475789.99727,2.95317926372
1538571600000,5529.07,36069.88,2931592.85,237906.83,3399.72099234,2129.34900766,0.626330517257,25013.7068701,11056.1731299,0.442004585218,1536257.96787,1395334.88213,0.908268605483,160405.254421,77501.5755793,0.483161077604
1538573700000,3944.29,686080.83,2466377.41,150708.72,3440.06200318,504.227996818,0.146575264153,25234.7780115,660846.051988,26.1879082783,1542373.33439,924004.075612,0.599079389542,159088.112121,-8379.39212109,-0.0526713907744
1538576100000,4852.08,38396.45,2258995.45,203759.14,3481.91557909,1370.16442091,0.393508799909,37561.7646206,834.685379429,0.0222216764271,1555615.11386,703380.336141,0.452155761328,156340.31332,47418.8266803,0.303305178769
1538620500000,3824.83,22474.82,1426435.13,185945.55,1573.86740065,2250.96259935,1.43021108285,9350.66188149,13124.1581185,1.40355391788,761647.696128,664787.433872,0.872827998105,81132.2749212,104813.275079,1.29188137743
1538624100000,3899.79,25951.75,1895432.58,215171.63,1784.12124074,2115.66875926,1.18583239241,10806.0448327,15145.7051673,1.40159562557,871877.876109,1023554.70389,1.17396568021,94255.5651522,120916.064848,1.28285332174
1538627400000,2928.58,145649.41,1698521.62,217147.63,2007.13139998,921.448600019,0.459087332313,12547.5717385,133101.838261,10.6077766308,987712.771311,710808.848689,0.719651369643,107596.342842,109551.287158,1.01816924502
1538631000000,31469.52,49181.78,1708415.76,161469.94,2253.2455158,29216.2744842,12.9663076124,17970.7402689,31211.0397311,1.73676984165,1101336.65056,607079.109443,0.551220291394,122437.858759,39032.0812414,0.318790949443
1538633700000,2769.96,16445.7,1092261.64,114699.58,3230.04188427,-460.081884272,-0.142438364813,20349.4916919,-3903.79169189,-0.191837307339,1189056.23468,-96794.5946783,-0.0814045558615,132651.386063,-17951.8060632,-0.135330708529
1538635800000,3319.67,21187.9,1799410.03,146856.93,3381.55247715,-61.8824771525,-0.0183000197603,21267.8172245,-79.9172245075,-0.00375765992644,1236491.27063,562918.759368,0.455254940118,139118.417313,7738.51268697,0.0556253646097
1538637900000,3810.11,28177.75,1914950.18,178219.37,3538.24839847,271.861601528,0.0768350807834,22387.3027556,5790.44724438,0.258648721893,1316361.11781,598589.062186,0.454730129967,146291.136019,31928.2339808,0.218251323009
1538639700000,3095.2,20201.45,1826718.07,147288.29,3662.07482582,-566.874825817,-0.154796079485,23214.847243,-3013.39724296,-0.129804741398,1375394.91155,451323.15845,0.328140779539,152031.447178,-4743.15717827,-0.0311985267937
1538642700000,1178.39,10726.63,570385.1,69238.45,3823.49486003,-2645.10486003,-0.691802907252,24187.003224,-13460.373224,-0.556512648522,1454605.46209,-884220.362089,-0.607876420881,158088.70285,-88850.2528504,-0.562027844168
1538646300000,296245.05,19111.28,1487182.43,131648.65,3890.83556647,292354.214434,75.139185257,25059.4976718,-5948.21767181,-0.237363803126,1487799.5479,-617.117902073,-0.000414785649682,159697.724037,-28049.0740375,-0.175638533401
1538649300000,2510.03,17892.03,1625012.25,125829.9,6334.42074214,-3824.39074214,-0.603747508702,25234.178555,-7342.14855497,-0.290960474064,1491054.59911,133957.650888,0.0898408756911,158712.212994,-32882.3129939,-0.207181995472
1538652300000,2732.78,20697.41,2101546.77,137778.58,6318.74666679,-3585.96666679,-0.567512333678,25398.3714989,-4700.96149892,-0.185089091209,1488419.96979,613126.800212,0.411931318215,156846.626097,-19068.0460969,-0.121571286367
1538654100000,2974.23,22413.79,3000369.5,143025.5,6287.66878512,-3313.43878512,-0.526974129579,25412.8308495,-2999.04084955,-0.118012860012,1476682.7802,1523686.7198,1.031830763,153690.333159,-10664.8331588,-0.0693916978355
1538656500000,5902.27,54636.56,2459437.31,338892.61,6232.98718784,-330.717187839,-0.0530591797918,25467.9081727,29168.6518273,1.14531007531,1489137.47302,970299.836975,0.651585132032,150436.565033,188456.044967,1.25272765252
1538659500000,3591.05,25501.97,1546205.15,2185256.28,6292.02493287,-2700.97493287,-0.429269585179,26424.3412272,-922.371227181,-0.0349061200524,1504293.05314,41912.0968611,0.0278616568584,152510.224761,2032746.05524,13.3285886794
1538661900000,292316.44,25646.55,2219983.48,146430.89,6308.76337934,286007.676621,45.3349823766,26658.1976647,-1011.64766474,-0.0379488395075,1498775.13182,721208.348182,0.481198501944,188503.991155,-42073.1011545,-0.223194749866
1538680800000,875.81,4503.77,321403.76,58996.35,13368.7033652,-12492.8933652,-0.934488037017,16755.709246,-12251.939246,-0.731209826223,1124324.50378,-802920.74378,-0.714136124473,146868.729659,-87872.3796586,-0.598305574392
1538685000000,995.68,4318.87,364919.77,50610.9,10674.8524705,-9679.17247047,-0.906726579805,14875.5979614,-10556.7279614,-0.709667469422,1002145.28932,-637225.519323,-0.635861412624,135611.371249,-85000.471249,-0.626794570884
1538699700000,2576.29,17511.57,1537574.54,145505.86,1497.17067328,1079.11932672,0.720772418252,8525.91366997,8985.65633003,1.05392297856,597270.832511,940303.707489,1.57433388056,66309.4157975,79196.4442025,1.19434688498
1538705700000,4263.34,27801.18,1946611.83,236062.1,1480.87385627,2782.46614373,1.87893528672,9125.44615726,18675.7338427,2.0465556994,669389.302687,1277222.52731,1.90804143745,77911.5713419,158150.528658,2.0298721478
1538708400000,3453.9,21616.01,2006489.35,183305.41,1627.51897404,1826.38102596,1.12218724027,10195.3615401,11420.6484599,1.12018082095,747239.575692,1259249.77431,1.68520219655,87711.9525539,95593.4574461,1.08985668045
1538710500000,3233.51,20603.62,1907893.15,174536.04,1749.25350836,1484.25649164,0.848508512083,11056.8771012,9546.74289879,0.863421272697,812283.670893,1095609.47911,1.34880155587,95454.0077538,79082.0322462,0.828483099946
1538713500000,3500.1,25302.51,1752315.92,189487.68,1938.55252372,1561.54747628,0.805522397338,12440.9251833,12861.5848167,1.03381256837,918312.26366,834003.65634,0.908191787635,106749.447,82738.2330005,0.775069429641
1538715600000,3051.81,25595.84,1811723.23,326265.28,2102.24645493,949.563545075,0.451689925722,13641.6271178,11954.2128822,0.876304034629,999134.633762,812588.596238,0.813292392016,115318.74023,210946.53977,1.82924769512
1538718300000,4061.81,26300.95,1678831.42,204694.7,2290.21633712,1771.59366288,0.773548609432,15089.3635259,11211.5864741,0.743012550183,1088508.1398,590323.280197,0.542323257503,125370.491588,79324.2084119,0.632718332735
1538721300000,3619.19,22100.86,1690550.87,154944.65,2573.61773922,1045.57226078,0.406265563394,16831.5946963,5269.26530373,0.313057995919,1197461.30602,493089.563977,0.41177912096,137833.389834,17111.2601661,0.124144521053
1538723400000,4477.67,28735.02,1965435.51,202075.97,2742.88438072,1734.78561928,0.632467642993,17980.8272815,10754.1927185,0.598092209557,1280943.09375,684492.416247,0.534365983613,144987.700116,57088.2698844,0.393745606275
1538725800000,3127.09,21589.66,1911579.84,153834.18,2941.05402061,186.035979385,0.0632548664802,19263.3320365,2326.3279635,0.120764567578,1371831.10987,539748.730126,0.393451297496,153910.151506,-75.9715063767,-0.000493609457421
1538728200000,3108.88,21821.01,2188699.61,149583.94,3080.93185556,27.9481444411,0.0090713283355,20353.3451481,1467.6648519,0.0721092695684,1443277.08376,745422.526235,0.516479153324,160381.269913,-10797.3299133,-0.0673228857657
1538731500000,4303.46,30997.54,2078028.06,220973.17,3190.55093309,1112.90906691,0.348814073257,21243.1226151,9754.41738495,0.459180016126,1521048.35516,556979.704835,0.366181458298,164736.246761,56236.9232392,0.341375528125
1538735400000,3415.33,25617.98,1576201.25,170510.75,3265.10947699,150.220523005,0.0460078058832,21852.0309091,3765.94909093,0.172338630977,1561350.2417,14851.0083024,0.00951164441247,167696.529229,2814.22077091,0.016781628003
1538748300000,3773.29,25994.65,2632756.73,151293.26,3328.93146893,444.358531069,0.13348383264,23342.380859,2652.26914101,0.113624619401,1606071.00171,1026685.72829,0.639253013849,159401.750932,-8108.49093151,-0.0508682676578
1538791200000,3139.99,20195.21,1516946.79,181210.04,1558.1672322,1581.8227678,1.01518164105,8888.37597419,11306.8340258,1.27209223132,679564.270711,837382.519289,1.2322344705,77978.9172352,103231.122765,1.32383375437
1538793900000,3779.49,24274.58,2180640.37,201245.44,1645.77262817,2133.71737183,1.29648369119,9828.53403129,14446.0459687,1.46980678123,737528.446059,1443111.92394,1.95668645955,86547.434618,114698.005382,1.32526175834
1538795700000,3597.48,22938.04,1961887.13,432016.5,1752.09471518,1845.38528482,1.05324516353,10624.5434908,12313.4965092,1.1589671142,801135.667622,1160751.46238,1.44888251677,93459.5110507,338556.988949,3.62249903881
1538800500000,2407.84,15150.88,1149646.92,122646.31,2064.78620507,343.053794925,0.166144947153,12904.8392681,2246.0407319,0.174046393391,973528.769019,176118.150981,0.180906981474,114257.422696,8388.88730357,0.073420939363
1538804100000,3480.81,24141.0,1777462.78,178787.53,2316.68965741,1164.12034259,0.502493002833,14648.4371574,9492.56284258,0.648025638542,1093523.26301,683939.516985,0.625445786219,126999.823626,51787.706374,0.407777781853
1538806500000,3193.54,21105.97,1873484.07,156846.68,2509.20423332,684.335766679,0.272730197722,15987.3535048,5118.61649517,0.320166592527,1187088.77891,686395.291092,0.578217318947,136721.966978,20124.7130217,0.147194437488
1538808600000,3220.97,97413.37,1844660.39,196951.1,2671.1525605,549.817439499,0.205835281604,17107.6324856,80305.7375144,4.69414675479,1276567.35065,568093.039349,0.4450161122,144602.685939,52348.4140606,0.362015502828
1538812500000,4149.87,27690.09,2026320.33,191318.27,2965.7019965,1184.1680035,0.399287590224,20854.4584161,6835.63158388,0.327777947885,1428061.46539,598258.86461,0.418930752708,158953.988213,32364.281787,0.20360786257
1538816400000,1181.78,9511.8,729319.83,70553.87,3181.08927831,-1999.30927831,-0.628498323496,22325.0030691,-12813.2030691,-0.573939588247,1547128.56432,-817808.734317,-0.528597786363,167854.688914,-97300.8189137,-0.579672927479
1538820000000,2839.8,18796.91,1737346.09,137101.69,3197.42774818,-357.627748183,-0.111848578404,22729.2383066,-3932.32830657,-0.173007482852,1574405.99476,162940.09524,0.103493060737,167777.972164,-30676.2821639,-0.182838556029
1538822100000,2902.49,19511.49,1655107.3,136667.5,3210.164341,-307.674340998,-0.0958437974868,22904.4992461,-3393.00924613,-0.148137237565,1580171.8082,74935.4917963,0.0474223697747,166829.583281,-30162.0832815,-0.180795771878
1538831100000,5045.37,28248.81,3751675.99,191180.22,3170.53931535,1874.83068465,0.591328634713,22983.6252034,5265.18479663,0.229084174061,1627685.73903,2123990.25097,1.30491421043,156640.516622,34539.7033779,0.220502997071
1538834400000,5573.23,32092.81,2449234.55,210946.6,3234.86305732,2338.36694268,0.722864276244,23178.2987529,8914.51124714,0.384605934292,1668903.96613,780330.583874,0.467570692929,152516.836222,58429.7637777,0.383103696778
1538856000000,1886.81,4561.34,391202.37,35530.17,2560.85386853,-674.043868532,-0.263210594253,15137.4457097,-10576.1057097,-0.698671751663,1315722.06432,-924519.694318,-0.702670966301,104102.877337,-68572.7073372,-0.658701364373
1538857800000,3751.78,2652.4,383453.91,27958.59,2445.59081975,1306.18918025,0.53409964157,14321.189088,-11668.789088,-0.814791915412,1259008.34758,-875554.437575,-0.695431796987,98528.5885646,-70569.9985646,-0.716238805332
1538872200000,2865.86,15649.71,1604752.33,171351.57,1527.37044968,1338.48955032,0.876335895204,8293.94384976,7355.76615024,0.886884006389,737190.988779,867561.341221,1.17684745802,67693.16252,103658.40748,1.53129804579
1538880000000,4042.0,23346.04,2151625.44,205381.34,1655.9944442,2386.0055558,1.4408294449,9221.73570226,14124.3042977,1.53163186994,804112.490569,1347512.94943,1.67577666711,86470.7975659,118910.542434,1.3751526039
1538885400000,3259.24,21831.18,1613608.64,663281.97,2021.72704659,1237.51295341,0.612106839796,11660.455186,10170.724814,0.872240804648,963214.523215,650394.116785,0.675232880224,108860.27157,554421.69843,5.09296633598
1538887500000,3943.62,28240.63,1942547.08,213387.99,2174.87686785,1768.74313215,0.813261273913,12740.6979755,15499.9320245,1.21656851566,1032973.80694,909573.273059,0.88053856443,127989.44269,85398.5473103,0.667231183413
1538890500000,2614.79,17443.09,1234466.61,132520.14,2416.82140435,197.968595647,0.081912794752,14539.2836102,2903.80638984,0.199721421474,1150776.68547,83689.9245256,0.0727247306814,141041.374658,-8521.23465828,-0.0604165598849
1538892600000,3144.24,21544.69,1847587.61,163773.43,2559.64790532,584.592094677,0.228387698738,15615.7309996,5928.95900038,0.379678607459,1225130.62759,622456.982409,0.508073970555,149013.588225,14759.8417745,0.0990503077624
1538896500000,2504.85,16335.24,1210093.65,126049.32,2836.92824939,-332.07824939,-0.117055568628,17689.4876024,-1354.24760243,-0.076556632553,1376485.42988,-166391.779882,-0.120881613615,164249.590402,-38200.2704017,-0.23257452459
1538899200000,3137.91,28573.37,1985036.02,178071.53,3019.83090095,118.079099045,0.0391012288165,18877.9101992,9695.45980084,0.51358755808,1468340.52776,516695.492238,0.351890779059,173293.604813,4777.92518734,0.0275712724223
1538901300000,3010.69,21369.77,908443.33,160294.54,3133.98848003,-123.298480033,-0.039342352666,19850.0497812,1519.72021882,0.0765600205325,1538649.06848,-630205.73848,-0.409583803994,179194.563017,-18900.0230173,-0.1054720785
1538904600000,3621.11,20178.94,2129669.28,179361.71,3248.87290924,372.237090756,0.114574223478,20713.9911766,-535.051176585,-0.0258304240851,1589736.03117,539933.248828,0.339637045547,185741.770154,-6380.06015388,-0.0343490866303
1538906400000,2271.07,13785.75,1174709.55,119139.6,3289.6466478,-1018.5766478,-0.309631020243,20935.5288602,-7149.77886016,-0.341514126914,1616447.08786,-441737.537857,-0.273276831129,187102.672992,-67963.0729918,-0.363239455135
1538908500000,2956.76,17242.43,1783122.17,147659.95,3298.69459348,-341.934593482,-0.103657548097,21074.5336855,-3832.10368554,-0.181835752227,1622294.45409,160827.715907,0.0991359586426,186251.891734,-38591.9417341,-0.207202951738
1538917800000,13301.41,35691.69,3052550.43,356882.77,3314.57667708,9986.83332292,3.01300416189,21602.3396336,14089.3503664,0.652214093724,1667455.97051,1385094.45949,0.830663288262,176959.46387,179923.30613,1.01674870728
1538921100000,5159.46,30388.12,2600100.65,198491.23,3459.9724765,1699.4875235,0.491185272439,22059.2275698,8328.89243017,0.377569541082,1700343.90336,899756.746636,0.52916162716,176746.385872,21744.844128,0.123028507885
1538926200000,5003.33,25936.42,2290430.9,154008.81,3547.76403894,1455.56596106,0.4102769928,22029.0399747,3907.38002526,0.177374049425,1728268.77253,562162.127466,0.325274712128,162011.925109,-8003.11510946,-0.0493983088223
1538938500000,698.77,3936.44,382548.61,42648.43,2983.5365744,-2284.7665744,-0.765791374574,17261.3021284,-13324.8621284,-0.771949997126,1452801.43592,-1070252.82592,-0.736682109103,127656.552397,-85008.1223974,-0.665912722856
1538943000000,506.69,2753.61,433588.16,29621.49,2660.86013981,-2154.17013981,-0.809576613059,15161.1128563,-12407.5028563,-0.818376788953,1291167.74502,-857579.585016,-0.66418913292,109817.806301,-80196.3163008,-0.730266966735
1538966700000,3847.58,23713.2,1970692.11,249278.13,1259.49468807,2588.08531193,2.05486004541,8494.881783,15218.318217,1.79146909936,690990.303922,1279701.80608,1.85198229094,93914.8772132,155363.252787,1.65429863081
1538969100000,2905.23,20131.44,2062285.69,193081.12,1389.40874789,1515.82125211,1.09098294826,9501.47570067,10629.9642993,1.1187698242,753527.772323,1308757.91768,1.73684098416,104188.076618,88893.0433817,0.853197853986
1538971200000,2630.46,19410.72,1782731.01,186015.21,1503.68509304,1126.77490696,0.749342340481,10363.0344449,9047.68555512,0.873072998382,827019.093149,955711.916851,1.15561046265,113191.704796,72823.5052038,0.643364328994
1538974200000,2245.78,16425.52,1204417.05,145301.98,1698.75650922,547.023490781,0.322014066061,11840.4197662,4585.10023379,0.387241358358,942402.661065,262014.388935,0.278028065666,126586.518041,18715.4619591,0.147847197702
1538977800000,4122.46,25970.17,1750901.88,224765.62,1937.58434328,2184.87565672,1.12762867035,13435.0704696,12535.0995304,0.933013307129,1052322.05593,698579.824071,0.663846034714,140480.973806,84284.646194,0.599971967097
1538980500000,2815.68,21432.29,1777791.46,186157.51,2134.53348818,681.146511817,0.319107906054,15023.2959005,6408.99409945,0.426603732089,1143952.07287,633839.387132,0.554078621094,153335.46612,32822.0438797,0.214053830534
1538983800000,2802.84,20742.36,1908613.12,185161.02,2357.4022813,445.437718696,0.188952781724,16725.8845072,4016.47549278,0.24013531189,1262735.34642,645877.773585,0.511491006741,168119.47477,17041.5452297,0.101365682072
