timestamp,l1,l2,l3,l4,unknown,l1_prediction,l2_prediction,l3_prediction,l4_prediction,unknown_prediction
1535744100000,1037.0,16367.0,209351.0,10999.0,,1037.0,16367.0,227602.0,10999.0,
1535744400000,1109.0,16280.0,227602.0,11883.0,,1037.0,16280.0,227602.0,11883.0,
1535744700000,1246.0,15831.0,227535.0,11468.0,,1246.0,15831.0,227535.0,11468.0,
1535745000000,1022.0,23397.0,209309.0,11200.0,,1022.0,23397.0,209309.0,11200.0,
1535745300000,914.0,14695.0,226279.0,11660.0,,986.0,14695.0,209309.0,11660.0,
1535745600000,986.0,16671.0,233253.0,11445.0,,986.0,16671.0,233253.0,11445.0,
1535745900000,861.0,15511.0,221325.0,10904.0,,986.0,16671.0,221325.0,10904.0,
1535746200000,959.0,15862.0,216748.0,11280.0,,959.0,15862.0,216748.0,11280.0,
1535746500000,911.0,16127.0,228300.0,11083.0,,911.0,16127.0,228300.0,11083.0,
1535746800000,939.0,15834.0,234952.0,10810.0,,939.0,15834.0,228300.0,10810.0,
1535747100000,1104.0,17029.0,211723.0,11846.0,,939.0,17029.0,211723.0,11846.0,
1535747400000,1112.0,15630.0,187308.0,11747.0,,1112.0,15630.0,187308.0,12335.0,
1535747700000,1022.0,17105.0,184349.0,12335.0,,1022.0,17105.0,187308.0,12335.0,
1535748000000,954.0,18565.0,179938.0,11991.0,,954.0,18565.0,175998.0,12335.0,
1535748300000,1077.0,18468.0,175998.0,12599.0,,1077.0,18468.0,175998.0,12599.0,
1535748600000,1192.0,18427.0,172426.0,13205.0,,1192.0,18427.0,172426.0,13205.0,
1535748900000,1132.0,19386.0,174798.0,13241.0,,1132.0,19386.0,174798.0,13241.0,
1535749200000,1355.0,20749.0,188372.0,14234.0,,1355.0,20749.0,188372.0,14329.0,
1535749500000,1244.0,19965.0,194870.0,14329.0,,1244.0,19965.0,194870.0,14329.0,
1535749800000,1222.0,22637.0,207059.0,16018.0,,1222.0,22637.0,207059.0,16018.0,
1535750100000,1333.0,20993.0,222151.0,17421.0,,1333.0,22637.0,207059.0,17421.0,
1535750400000,1526.0,23615.0,235531.0,19203.0,,1333.0,23615.0,235531.0,19203.0,
1535750700000,1732.0,25341.0,248980.0,19617.0,,1732.0,23615.0,235531.0,22178.0,
1535751000000,1965.0,25997.0,267231.0,22178.0,,1965.0,25997.0,267231.0,22178.0,
1535751300000,1993.0,28633.0,284620.0,24206.0,,2091.0,33339.0,284620.0,24206.0,
1535751600000,2091.0,33339.0,306071.0,25767.0,,2091.0,33339.0,306071.0,24206.0,
1535751900000,2236.0,30419.0,329107.0,28389.0,,2395.0,33339.0,306071.0,25767.0,
1535752200000,2395.0,32197.0,356859.0,30291.0,,2395.0,32197.0,356859.0,30291.0,
1535752500000,2315.0,36456.0,370860.0,32430.0,,2315.0,36456.0,356859.0,32430.0,
1535752800000,2721.0,38665.0,414403.0,38502.0,,2721.0,36456.0,414403.0,38502.0,
1535753100000,2904.0,42131.0,448249.0,40703.0,,2721.0,46161.0,414403.0,40703.0,
1535753400000,2868.0,42605.0,483169.0,43483.0,,2868.0,46161.0,541110.0,43483.0,
1535753700000,3488.0,46161.0,523928.0,47245.0,,2868.0,46161.0,541110.0,43483.0,
1535754000000,3527.0,48782.0,541110.0,48816.0,,3527.0,48782.0,541110.0,48816.0,
1535754300000,3582.0,50515.0,570983.0,51738.0,,3527.0,48782.0,570983.0,58093.0,
1535754600000,3935.0,59308.0,621421.0,56388.0,,4285.0,48782.0,570983.0,58093.0,
1535754900000,4285.0,60532.0,652684.0,58093.0,,4285.0,62531.0,652684.0,58093.0,
1535755200000,4473.0,62531.0,686594.0,62904.0,,4285.0,62531.0,652684.0,63313.0,
1535755500000,4729.0,65012.0,702808.0,63313.0,,4729.0,62531.0,747458.0,63313.0,
1535755800000,4826.0,64241.0,747458.0,66683.0,,4826.0,65122.0,747458.0,63313.0,
1535756100000,4702.0,65122.0,761269.0,68121.0,,4702.0,65122.0,747458.0,68121.0,
1535756400000,5094.0,65515.0,802607.0,70752.0,,4702.0,65515.0,802607.0,70752.0,
1535756700000,5261.0,66157.0,832721.0,72457.0,,5261.0,65515.0,832721.0,72457.0,
1535757000000,4976.0,70277.0,854066.0,75376.0,,5261.0,70277.0,832721.0,75376.0,
1535757300000,5328.0,70769.0,868642.0,76737.0,,4976.0,70769.0,868642.0,63313.0,
1535757600000,5326.0,70924.0,879636.0,77108.0,,5326.0,70924.0,879636.0,77108.0,
1535757900000,5652.0,76499.0,882797.0,77186.0,,5652.0,76499.0,882797.0,77186.0,
1535758200000,6541.0,81155.0,935373.0,81866.0,,5652.0,81155.0,882797.0,81866.0,
1535758500000,5564.0,91947.0,933656.0,81080.0,,5652.0,81155.0,935373.0,81866.0,
1535758800000,5931.0,76803.0,966982.0,81708.0,,6068.0,87403.0,966982.0,81866.0,
1535759100000,6068.0,87403.0,977601.0,81691.0,,6068.0,87403.0,977601.0,82382.0,
1535759400000,6205.0,91126.0,978927.0,82382.0,,6205.0,87403.0,977601.0,82382.0,
1535759700000,6017.0,88752.0,1009726.0,84562.0,,6277.0,88752.0,1009726.0,82382.0,
1535760000000,6277.0,89380.0,1051808.0,85339.0,,6277.0,89380.0,1051808.0,82382.0,
1535760300000,6372.0,84780.0,1049329.0,86810.0,,6277.0,84780.0,1049329.0,82382.0,
1535760600000,6399.0,83813.0,1097231.0,87260.0,,6399.0,84780.0,1049329.0,90634.0,
1535760900000,6722.0,84923.0,1122268.0,90634.0,,6722.0,84923.0,1122268.0,90634.0,
1535761200000,6846.0,90028.0,1138413.0,90275.0,,6722.0,84923.0,1138413.0,90634.0,
1535761500000,6799.0,91006.0,1163467.0,92152.0,,6799.0,91006.0,1163467.0,90634.0,
1535761800000,7081.0,98965.0,1235599.0,95429.0,,7081.0,94687.0,1235599.0,95429.0,
1535762100000,7365.0,96146.0,1220616.0,96936.0,,7365.0,94687.0,1220616.0,96936.0,
1535762400000,7265.0,94687.0,1257324.0,98815.0,,7265.0,94687.0,1257324.0,96936.0,
1535762700000,7970.0,101462.0,1267023.0,101839.0,,7970.0,94687.0,1267023.0,101839.0,
1535763000000,8188.0,102373.0,1316239.0,105180.0,,7970.0,102373.0,1316239.0,105180.0,
1535763300000,8185.0,99055.0,1323418.0,103147.0,,8185.0,99055.0,1323418.0,105180.0,
1535763600000,8138.0,105523.0,1385582.0,108297.0,,8185.0,99055.0,1385582.0,107117.0,
1535763900000,8605.0,114149.0,1380214.0,107117.0,,8605.0,114149.0,1380214.0,107117.0,
1535764200000,8256.0,105049.0,1387525.0,106465.0,,8256.0,105049.0,1387525.0,107117.0,
1535764500000,8398.0,108378.0,1379669.0,106114.0,,8398.0,108378.0,1379669.0,107117.0,
1535764800000,8197.0,112272.0,1392769.0,106770.0,,8197.0,112272.0,1675051.0,106770.0,
1535765100000,8465.0,105265.0,1439661.0,108304.0,,8465.0,105265.0,1439661.0,106770.0,
1535765400000,11024.0,135722.0,1675051.0,140085.0,,11024.0,135722.0,1439661.0,140085.0,
1535765700000,9374.0,121958.0,1616938.0,126388.0,,9374.0,121958.0,1439661.0,126082.0,
1535766000000,9734.0,119363.0,1596764.0,121691.0,,9734.0,120553.0,1596764.0,119914.0,
1535766300000,10113.0,120553.0,1579688.0,119914.0,,10113.0,120553.0,1596764.0,119914.0,
1535766600000,10015.0,117153.0,1598516.0,120371.0,,10015.0,117153.0,1598516.0,119914.0,
1535766900000,10428.0,112911.0,1666081.0,126082.0,,10428.0,112911.0,1666081.0,126082.0,
1535767200000,10652.0,122352.0,1783469.0,135849.0,,10652.0,122352.0,1783469.0,135849.0,
1535767500000,10750.0,122795.0,1702382.0,129005.0,,10652.0,119832.0,1702382.0,135849.0,
1535767800000,10250.0,119832.0,1677578.0,125433.0,,10652.0,119832.0,1702382.0,125433.0,
1535768100000,10289.0,120446.0,1659559.0,124077.0,,10289.0,117984.0,1659559.0,124077.0,
1535768400000,9972.0,117984.0,1679943.0,122673.0,,9972.0,117984.0,1659559.0,124077.0,
1535768700000,10532.0,123490.0,1693045.0,122859.0,,10532.0,123490.0,1682509.0,122859.0,
1535769000000,10634.0,126412.0,1682509.0,122192.0,,10532.0,123490.0,1682509.0,122859.0,
1535769300000,10706.0,121314.0,1706032.0,123487.0,,10706.0,121314.0,1706032.0,122859.0,
1535769600000,10393.0,120451.0,1645096.0,122285.0,,10393.0,121314.0,1645096.0,122859.0,
1535769900000,10055.0,119010.0,1660122.0,119740.0,,10393.0,121314.0,1660122.0,119757.0,
1535770200000,10474.0,115083.0,1636406.0,119757.0,,10474.0,115083.0,1636665.0,119757.0,
1535770500000,10430.0,113175.0,1636665.0,119547.0,,10430.0,113175.0,1636665.0,119547.0,
1535770800000,10208.0,117745.0,1595960.0,116294.0,,10633.0,117745.0,1595960.0,116294.0,
1535771100000,10633.0,117875.0,1601185.0,117097.0,,10633.0,117875.0,1601185.0,117097.0,
1535771400000,10368.0,112123.0,1626718.0,114461.0,,10368.0,112123.0,1626718.0,114461.0,
1535771700000,10245.0,110620.0,1621285.0,115162.0,,10368.0,110620.0,1621285.0,115162.0,
1535772000000,10334.0,115680.0,1547232.0,113923.0,,10368.0,110620.0,1621285.0,113923.0,
1535772300000,9566.0,116962.0,1526930.0,113048.0,,13063.0,116962.0,1526930.0,113048.0,
1535772600000,13063.0,163555.0,1675072.0,143871.0,,13063.0,158276.0,1675072.0,143871.0,
1535772900000,11807.0,158276.0,1731851.0,150597.0,,11807.0,158276.0,1731851.0,150597.0,
1535773200000,10931.0,152792.0,1663393.0,136788.0,,10931.0,158276.0,1663393.0,136788.0,
1535773500000,10681.0,143626.0,1630747.0,129674.0,,10681.0,143626.0,1663393.0,129674.0,
1535773800000,10576.0,140555.0,1642589.0,127722.0,,10576.0,140555.0,1642589.0,127722.0,
1535774100000,11026.0,139411.0,1621514.0,125556.0,,10576.0,139411.0,1621514.0,127722.0,
1535774400000,10795.0,138117.0,1592769.0,127327.0,,10306.0,138117.0,1592769.0,127327.0,
1535774700000,10853.0,130769.0,1584458.0,118596.0,,10306.0,138117.0,1584458.0,118596.0,
1535775000000,10306.0,122989.0,1568992.0,119131.0,,10306.0,125164.0,1584458.0,119131.0,
1535775300000,10455.0,125164.0,1550839.0,121008.0,,10306.0,125164.0,1550839.0,119131.0,
1535775600000,10223.0,133134.0,1560520.0,116168.0,,9749.0,125164.0,1560520.0,116168.0,
1535775900000,9919.0,129562.0,1584457.0,116124.0,,9749.0,125164.0,1560520.0,116124.0,
1535776200000,10600.0,125010.0,1566902.0,116549.0,,9749.0,125010.0,1566902.0,116549.0,
1535776500000,10788.0,127968.0,1554103.0,114868.0,,9749.0,125010.0,1554103.0,114868.0,
1535776800000,9891.0,119873.0,1496117.0,111585.0,,9749.0,119873.0,1554103.0,111585.0,
1535777100000,9189.0,117696.0,1548201.0,113775.0,,9749.0,117696.0,1496117.0,113775.0,
1535777400000,10348.0,127330.0,1525579.0,112473.0,,9749.0,127330.0,1525579.0,112473.0,
1535777700000,9749.0,113956.0,1521413.0,112990.0,,9749.0,127330.0,1525579.0,112990.0,
1535778000000,9988.0,118588.0,1500876.0,112123.0,,9749.0,118588.0,1500876.0,112990.0,
1535778300000,9881.0,118248.0,1501727.0,112901.0,,9398.0,118248.0,1501727.0,111950.0,
1535778600000,9398.0,115414.0,1511752.0,110841.0,,9398.0,118588.0,1511752.0,110841.0,
1535778900000,9404.0,110945.0,1504223.0,111950.0,,9404.0,110945.0,1504223.0,111950.0,
1535779200000,9511.0,116772.0,1512844.0,111201.0,,9511.0,115414.0,1504223.0,111201.0,
1535779500000,9065.0,114034.0,1517958.0,113437.0,,9511.0,110449.0,1557527.0,111201.0,
1535779800000,9638.0,112962.0,1557527.0,113373.0,,9638.0,110449.0,1557527.0,113373.0,
1535780100000,9315.0,110449.0,1539003.0,111147.0,,9638.0,110449.0,1557527.0,113373.0,
1535780400000,9016.0,109314.0,1527277.0,111681.0,,9016.0,110449.0,1512141.0,111681.0,
1535780700000,8819.0,103488.0,1512141.0,110298.0,,8819.0,114132.0,1512141.0,110298.0,
1535781000000,9068.0,114132.0,1497953.0,109153.0,,8819.0,114132.0,1497953.0,109153.0,
1535781300000,9290.0,111913.0,1501062.0,109803.0,,9964.0,114132.0,1501062.0,109803.0,
1535781600000,9964.0,116392.0,1527343.0,116667.0,,9964.0,116392.0,1527343.0,116667.0,
1535781900000,9112.0,112807.0,1526343.0,111828.0,,9964.0,116392.0,1526343.0,111828.0,
1535782200000,9060.0,112963.0,1486522.0,112198.0,,9060.0,116392.0,1526343.0,110983.0,
1535782500000,9455.0,109349.0,1502861.0,110983.0,,9443.0,109349.0,1502861.0,110983.0,
1535782800000,9443.0,114540.0,1500720.0,109310.0,,9443.0,114540.0,1500720.0,109310.0,
1535783100000,9374.0,109967.0,1467861.0,106601.0,,9443.0,114540.0,1500720.0,106601.0,
1535783400000,9225.0,117072.0,1470377.0,106278.0,,9225.0,117072.0,1470377.0,106278.0,
1535783700000,9531.0,123627.0,1511486.0,106871.0,,9225.0,123627.0,1470377.0,106278.0,
1535784000000,9365.0,108738.0,1525127.0,109438.0,,9365.0,108738.0,1511486.0,110096.0,
1535784300000,9122.0,105780.0,1503972.0,110096.0,,9365.0,105780.0,1503972.0,107916.0,
1535784600000,9383.0,107781.0,1534770.0,107916.0,,9383.0,105933.0,1534770.0,107916.0,
1535784900000,9288.0,105933.0,1496643.0,107774.0,,9288.0,105933.0,1534770.0,107774.0,
1535785200000,9464.0,106092.0,1500531.0,105760.0,,9288.0,106092.0,1534770.0,105760.0,
1535785500000,9266.0,102421.0,1451735.0,103306.0,,9266.0,102421.0,1451735.0,105760.0,
1535785800000,9021.0,107324.0,1470344.0,102690.0,,9021.0,102421.0,1470344.0,105760.0,
1535786100000,9146.0,105818.0,1500210.0,104259.0,,9146.0,105818.0,1500210.0,104259.0,
1535786400000,8911.0,103882.0,1486504.0,103496.0,,8911.0,103882.0,1486504.0,104259.0,
1535786700000,8917.0,107896.0,1473001.0,104392.0,,8917.0,104749.0,1499543.0,104392.0,
1535787000000,9723.0,104749.0,1499543.0,104383.0,,9583.0,104749.0,1499543.0,104383.0,
1535787300000,9583.0,101049.0,1528449.0,105605.0,,9583.0,101049.0,1528449.0,105605.0,
1535787600000,8515.0,99920.0,1446090.0,104497.0,,9583.0,101049.0,1455971.0,104497.0,
1535787900000,9045.0,101919.0,1455971.0,106318.0,,9045.0,101919.0,1455971.0,104497.0,
1535788200000,8678.0,101812.0,1497139.0,104076.0,,8678.0,101812.0,1455971.0,104076.0,
1535788500000,8811.0,102426.0,1464507.0,104667.0,,8811.0,101812.0,1455971.0,104667.0,
1535788800000,8787.0,101264.0,1522366.0,111526.0,,8787.0,104990.0,1462801.0,111526.0,
1535789100000,8728.0,104990.0,1462801.0,102389.0,,8728.0,104990.0,1462801.0,102389.0,
1535789400000,8555.0,104584.0,1434439.0,104282.0,,8555.0,104584.0,1434439.0,102389.0,
1535789700000,8568.0,102947.0,1451310.0,103042.0,,8568.0,104584.0,1451310.0,104282.0,
1535790000000,8428.0,99150.0,1440546.0,102717.0,,8428.0,99150.0,1440546.0,102717.0,
1535790300000,8732.0,107738.0,1420102.0,100188.0,,8732.0,107738.0,1412669.0,100188.0,
1535790600000,9371.0,96997.0,1431831.0,101378.0,,8732.0,96997.0,1412669.0,101378.0,
1535790900000,10120.0,104891.0,1412669.0,101315.0,,10120.0,104891.0,1412669.0,101315.0,
1535791200000,9696.0,131292.0,1439079.0,100740.0,,10120.0,104891.0,1439079.0,100740.0,
1535791500000,9822.0,122469.0,1423921.0,100800.0,,9822.0,122469.0,1423921.0,100800.0,
1535791800000,8746.0,100852.0,1443098.0,102813.0,,9822.0,100852.0,1443098.0,100800.0,
1535792100000,8632.0,99567.0,1419599.0,100870.0,,8632.0,99567.0,1419599.0,100870.0,
1535792400000,9013.0,99537.0,1427483.0,101229.0,,8376.0,99537.0,1427483.0,100870.0,
1535792700000,8960.0,104127.0,1437653.0,100925.0,,8376.0,104127.0,1437653.0,100925.0,
1535793000000,8376.0,102305.0,1470243.0,102345.0,,8376.0,102305.0,1470243.0,102345.0,
1535793300000,9062.0,102029.0,1400124.0,99884.0,,8376.0,102305.0,1400124.0,102345.0,
1535793600000,8205.0,99745.0,1426261.0,98638.0,,8205.0,99745.0,1400124.0,98638.0,
1535793900000,8389.0,100353.0,1418007.0,98166.0,,8205.0,100353.0,1355557.0,98166.0,
1535794200000,8550.0,102296.0,1355557.0,96248.0,,8205.0,102296.0,1355557.0,96248.0,
1535794500000,8656.0,98689.0,1353867.0,94430.0,,8536.0,98689.0,1353867.0,96248.0,
1535794800000,8536.0,95636.0,1302591.0,91889.0,,8536.0,95636.0,1353867.0,91889.0,
1535795100000,8136.0,93867.0,1280873.0,90356.0,,7809.0,91971.0,1353867.0,91889.0,
1535795400000,7809.0,91971.0,1295887.0,91249.0,,7809.0,91971.0,1295887.0,90915.0,
1535795700000,7531.0,94175.0,1278703.0,90915.0,,7809.0,91971.0,1295887.0,90915.0,
1535796000000,7777.0,94799.0,1254961.0,87345.0,,7531.0,91971.0,1254961.0,85789.0,
1535796300000,7648.0,86407.0,1245885.0,85789.0,,7648.0,86407.0,1254961.0,85789.0,
1535796600000,7623.0,83074.0,1270124.0,84894.0,,7623.0,83074.0,1270124.0,84894.0,
1535796900000,7230.0,90693.0,1234201.0,85299.0,,7623.0,83074.0,1234201.0,85299.0,
1535797200000,7314.0,82191.0,1220345.0,84606.0,,7307.0,82191.0,1220345.0,84335.0,
1535797500000,7307.0,77841.0,1234693.0,84335.0,,7307.0,79652.0,1234693.0,84335.0,
1535797800000,7744.0,79652.0,1178205.0,81574.0,,7744.0,79652.0,1178205.0,82514.0,
1535798100000,7453.0,87352.0,1198741.0,82514.0,,7453.0,87352.0,1198741.0,82514.0,
1535798400000,7257.0,85142.0,1211367.0,83161.0,,7257.0,87352.0,1198741.0,82514.0,
1535798700000,7316.0,81977.0,1222511.0,83715.0,,7316.0,81977.0,1222511.0,83757.0,
1535799000000,7163.0,85551.0,1218006.0,83596.0,,7163.0,79652.0,1218006.0,83757.0,
1535799300000,7428.0,84735.0,1172919.0,83779.0,,7428.0,84735.0,1172919.0,83757.0,
1535799600000,7413.0,90827.0,1202201.0,83757.0,,7413.0,90827.0,1202201.0,83757.0,
1535799900000,7499.0,84299.0,1198542.0,85058.0,,8138.0,84299.0,1172919.0,83757.0,
1535800200000,7640.0,77488.0,1188764.0,84532.0,,8138.0,77488.0,1188764.0,84532.0,
1535800500000,7543.0,83362.0,1270660.0,85347.0,,8138.0,83362.0,1188764.0,85347.0,
1535800800000,7544.0,82328.0,1327777.0,87861.0,,8138.0,83362.0,1188764.0,87861.0,
1535801100000,7503.0,83706.0,1428358.0,88341.0,,8138.0,83706.0,1428358.0,88341.0,
1535801400000,8138.0,89239.0,1665621.0,89176.0,,8138.0,83706.0,1665621.0,89176.0,
1535801700000,8378.0,92194.0,1896588.0,88579.0,,8138.0,92194.0,1428358.0,88579.0,
1535802000000,8569.0,95457.0,2139582.0,94586.0,,8138.0,95457.0,2139582.0,88579.0,
1535802300000,8730.0,92041.0,2288852.0,94260.0,,8138.0,92041.0,2288852.0,94260.0,
1535802600000,8720.0,89085.0,2368797.0,95468.0,,8138.0,89085.0,2368797.0,95468.0,
1535802900000,8729.0,95698.0,2396739.0,97106.0,,8138.0,89085.0,2396739.0,97106.0,
1535803200000,10170.0,95925.0,2524261.0,105345.0,,10170.0,94955.0,2524261.0,99740.0,
1535803500000,8941.0,94955.0,2518683.0,99740.0,,8941.0,94955.0,2524261.0,99740.0,
1535803800000,8786.0,92835.0,2498533.0,100190.0,,8786.0,92835.0,2498533.0,99740.0,
1535804100000,8833.0,86876.0,2474663.0,98333.0,,8833.0,92835.0,2498533.0,99740.0,
1535804400000,9022.0,94793.0,2394604.0,97666.0,,8833.0,94793.0,2394604.0,97666.0,
1535804700000,8956.0,92540.0,2017353.0,97739.0,,8833.0,94793.0,2394604.0,97666.0,
1535805000000,9019.0,88126.0,1830514.0,98781.0,,8833.0,94793.0,1830514.0,98781.0,
1535805300000,9343.0,83679.0,1925725.0,99458.0,,8833.0,88126.0,1830514.0,99458.0,
1535805600000,9033.0,84736.0,2104110.0,101208.0,,8833.0,87623.0,2377864.0,101208.0,
1535805900000,9691.0,87623.0,2262260.0,103075.0,,8833.0,87623.0,2377864.0,101208.0,
1535806200000,10194.0,84615.0,2377864.0,102311.0,,10194.0,84615.0,2377864.0,102311.0,
1535806500000,8931.0,85649.0,2492918.0,100998.0,,10194.0,84615.0,2377864.0,102311.0,
1535806800000,9202.0,80842.0,2527382.0,101736.0,,10194.0,87719.0,2617285.0,102707.0,
1535807100000,10131.0,87719.0,2617285.0,102707.0,,10194.0,87719.0,2617285.0,102707.0,
1535807400000,9589.0,86121.0,2606198.0,105133.0,,10194.0,86121.0,2606198.0,102707.0,
1535807700000,9763.0,87251.0,2775906.0,107145.0,,10194.0,87251.0,2879221.0,108446.0,
1535808000000,10803.0,88005.0,2879221.0,108446.0,,10194.0,87251.0,2879221.0,108446.0,
1535808300000,10519.0,87662.0,2874845.0,107192.0,,10194.0,87662.0,2874845.0,107192.0,
1535808600000,10486.0,88217.0,2461420.0,106542.0,,10539.0,87662.0,2461420.0,108414.0,
1535808900000,10539.0,87661.0,2066334.0,108414.0,,10539.0,85764.0,2461420.0,108414.0,
1535809200000,10834.0,85764.0,1848088.0,109024.0,,9983.0,85764.0,1848088.0,109024.0,
1535809500000,10147.0,82878.0,1752456.0,108783.0,,9983.0,82878.0,1752456.0,108783.0,
1535809800000,9918.0,86625.0,1747394.0,110828.0,,9983.0,86625.0,1752456.0,114338.0,
1535810100000,10269.0,81563.0,1781844.0,114338.0,,9983.0,81563.0,1781844.0,114338.0,
1535810400000,10755.0,88509.0,1852533.0,122418.0,,9983.0,81563.0,1852533.0,122418.0,
1535810700000,9891.0,80250.0,1880126.0,114104.0,,9983.0,80250.0,1852533.0,114104.0,
1535811000000,9833.0,79247.0,1855310.0,110047.0,,9983.0,79247.0,1855310.0,110047.0,
1535811300000,9983.0,77581.0,1862623.0,109551.0,,9983.0,79247.0,1862623.0,109551.0,
1535811600000,9391.0,75544.0,1841686.0,107219.0,,9983.0,75544.0,1841686.0,107219.0,
1535811900000,9786.0,76057.0,1814802.0,106951.0,,9983.0,76057.0,1814802.0,107219.0,
1535812200000,10020.0,72984.0,1786080.0,104718.0,,10020.0,72984.0,1786080.0,104718.0,
1535812500000,9355.0,74809.0,1782990.0,103242.0,,9355.0,74809.0,1782990.0,103242.0,
1535812800000,8896.0,75451.0,1790431.0,101724.0,,9355.0,74809.0,1790431.0,103242.0,
1535813100000,9509.0,71389.0,1725066.0,98519.0,,9355.0,74809.0,1725066.0,96736.0,
1535813400000,8171.0,66309.0,1580408.0,96736.0,,9946.0,74809.0,1580408.0,96736.0,
1535813700000,8129.0,67669.0,1535257.0,96587.0,,9946.0,67669.0,1535257.0,96736.0,
1535814000000,8573.0,63547.0,1544768.0,93168.0,,9946.0,67669.0,1535257.0,93168.0,
1535814300000,9946.0,61886.0,1591616.0,90999.0,,9946.0,61886.0,1582501.0,86785.0,
1535814600000,8256.0,55113.0,1582501.0,86785.0,,9946.0,61886.0,1582501.0,86785.0,
1535814900000,7146.0,60594.0,1548435.0,85290.0,,9946.0,54152.0,1548435.0,85290.0,
1535815200000,6574.0,54152.0,1533606.0,82810.0,,6574.0,54152.0,1533606.0,82810.0,
