i15,e01,c2,p35,l3,310
i22,e05,c5,p05,l3,1
i38,e07,c1,p18,l2,1
i38,e11,c4,p20,l2,3
i19,e03,c5,p35,l3,2
i05,e06,c1,p16,l3,3
i06,e05,c5,p09,l1,4
i19,e10,c5,p10,l2,3
i41,e09,c1,p03,l3,1
i46,e08,c1,p07,l3,2
i38,e10,c1,p30,l1,2
i05,e03,c1,p02,l3,1
i30,e09,c1,p02,l3,1
i05,e12,c1,p24,l3,1
i16,e01,c5,p16,l3,1
i38,e04,c4,p20,l1,4
i16,e08,c5,p07,l3,2
i42,e05,c5,p09,l3,2
i14,e11,c5,p17,l3,3
i27,e04,c5,p11,l3,3
i38,e11,c4,p08,l2,2
i05,e04,c1,p28,l3,1
i14,e09,c5,p18,l3,2
i23,e03,c5,p02,l3,1
i14,e01,c5,p32,l3,1
i06,e12,c5,p03,l3,214
i06,e10,c5,p16,l3,42261
i06,e10,c5,p28,l3,8697
i38,e06,c1,p13,l3,4860
i06,e10,c5,p24,l4,2738
i38,e10,c1,p06,l3,4297
i38,e06,c4,p13,l3,63
i06,e11,c5,p07,l2,432
i02,e08,c1,p29,l3,113
i17,e08,c5,p03,l3,26
i06,e10,c5,p07,l2,45
i12,e04,c5,p10,l3,14
i34,e03,c5,p01,l3,71
i06,e12,c5,p12,l3,64
i38,e10,c1,p25,l4,464
i47,e04,c1,p35,l3,382
i34,e08,c5,p35,l3,68
i06,e10,c3,p28,l3,295
i38,e10,c1,p14,l2,31
i38,e10,c1,p31,l3,216
i06,e10,c3,p04,l3,167
i06,e05,c5,p16,l1,27
i05,e01,c1,p35,l3,40
i06,e09,c5,p02,l2,34
i34,e04,c5,p29,l3,15
i30,e09,c1,p24,l3,12
i41,e08,c1,p17,l3,2
i06,e10,c5,p13,l2,36
i02,e04,c1,p20,l3,21
i38,e08,c1,p12,l2,87
i06,e05,c5,p32,l1,8
i07,e08,c3,p35,l3,50
i38,e08,c1,p25,l2,27
i38,e04,c1,p08,l1,17
i38,e08,c1,p30,l2,5
i38,e04,c1,p30,l1,3
i14,e04,c5,p20,l3,17
i23,e04,c5,p18,l3,7
i34,e03,c5,p23,l3,16
i38,e09,c1,p22,l2,8
i59,e08,c5,p35,l3,6
i01,e08,c1,p12,l3,6
i21,e04,c1,p12,l3,6
i09,e04,c5,p01,l3,1
i02,e04,c1,p22,l3,17
i42,e02,c3,p21,l3,1
i06,e01,c3,p10,l3,2
i38,e11,c4,p16,l2,3
i21,e03,c1,p19,l3,6
i38,e10,c4,p16,l1,1
i06,e04,c3,p01,l1,4
i41,e04,c1,p13,l3,6
i38,e10,c1,p14,l1,5
i38,e10,c4,p32,l2,4
i22,e05,c5,p11,l3,1
i17,e09,c5,p28,l3,1
i05,e08,c1,p28,l3,1
i39,e04,c5,p14,l3,1
i38,e10,c4,p13,l1,2
i34,e04,c5,p09,l3,39
i06,e10,c5,p04,l4,1899
i06,e10,c5,p01,l4,4007
i34,e08,c5,p21,l3,17
i02,e01,c1,p13,l3,81
i38,e10,c1,p10,l4,13207
i38,e10,c1,p09,l4,691
i19,e10,c5,p35,l3,30
i06,e04,c5,p14,l1,89
i17,e11,c5,p03,l3,43
i06,e04,c5,p23,l1,102
i38,e10,c1,p05,l2,73
i06,e11,c5,p31,l2,16
i03,e04,c5,p15,l3,10
i14,e08,c5,p09,l3,2
i06,e10,c3,p10,l3,638
i38,e11,c1,p17,l2,170
i38,e10,c1,p11,l2,136
i02,e04,c1,p24,l3,20
i38,e10,c7,p10,l3,44
i39,e04,c5,p25,l3,1
i19,e10,c5,p10,l3,58
i38,e06,c7,p32,l3,26
i06,e01,c5,p23,l3,68
i06,e05,c5,p13,l1,12
i06,e10,c3,p05,l3,137
i38,e01,c7,p10,l3,5
i16,e11,c5,p22,l3,1
i38,e10,c1,p01,l1,27
i34,e08,c5,p13,l3,12
i17,e09,c5,p04,l3,13
i06,e01,c5,p30,l3,5
i14,e04,c5,p19,l3,32
i23,e03,c5,p19,l3,7
i07,e12,c5,p10,l3,30
i05,e07,c1,p15,l3,2
i06,e08,c5,p30,l2,35
i06,e04,c5,p20,l1,23
i06,e05,c5,p04,l1,11
i43,e09,c1,p35,l3,5
i17,e04,c5,p05,l3,6
i65,e01,c3,p10,l3,2
i46,e01,c4,p03,l3,1
i06,e08,c3,p24,l2,1
i12,e04,c5,p25,l3,1
i38,e12,c1,p05,l3,8
i38,e04,c4,p01,l1,6
i38,e04,c1,p29,l1,2
i30,e09,c1,p21,l3,3
i38,e11,c4,p22,l2,2
i17,e01,c5,p35,l3,1
i06,e07,c5,p31,l2,4
i34,e09,c5,p22,l3,2
i38,e12,c1,unknown,l3,1
i01,e08,c1,p23,l3,9
i30,e01,c1,p15,l3,2
i02,e11,c1,p21,l3,1
i29,e09,c5,p10,l3,1
i19,e10,c5,p35,l2,2
i46,e11,c1,p07,l3,2
i38,e10,c4,p06,l2,2
i34,e08,c5,p08,l3,1
i46,e09,c1,p17,l3,1
i43,e08,c1,p09,l3,1
i41,e04,c1,p02,l3,1
i06,e02,c5,p07,l1,1
i43,e08,c1,p28,l3,1
i30,e01,c1,p35,l3,1
i38,e10,c1,p21,l4,2285
i06,e04,c5,p17,l1,223
i38,e06,c1,p07,l3,1062
i06,e01,c5,p17,l3,107
i06,e12,c5,p10,l3,811
i14,e08,c5,p06,l3,6
i17,e08,c5,p17,l3,10
i06,e08,c5,p09,l2,836
i01,e08,c1,p10,l3,51
i17,e09,c3,p19,l3,1
i06,e10,c5,p23,l4,1260
i02,e09,c1,p16,l3,34
i06,e05,c5,p02,l1,12
i41,e01,c1,p19,l3,15
i38,e10,c1,p20,l4,153
i38,e06,c1,p04,l3,376
i38,e04,c1,p06,l1,18
i02,e01,c1,p22,l3,8
i38,e10,c1,p35,l4,442
i38,e01,c1,p23,l3,13
i06,e10,c5,p19,l2,213
i46,e04,c4,p35,l3,33
i38,e11,c4,p10,l2,29
i23,e04,c5,p19,l3,34
i06,e05,c5,p26,l1,6
i14,e08,c5,p13,l3,30
i46,e08,c1,p15,l3,13
i41,e08,c1,p19,l3,26
i46,e11,c1,p17,l3,28
i01,e08,c1,p11,l3,5
i46,e09,c1,p35,l3,49
i43,e01,c4,p35,l3,2
i49,e10,c1,p33,l3,54
i21,e04,c1,p10,l3,16
i06,e10,c3,p13,l2,1
i47,e01,c4,p35,l3,3
i39,e01,c5,p14,l3,8
i48,e11,c1,p04,l3,4
i38,e10,c1,p21,l1,33
i38,e10,c1,p02,l2,22
i13,e11,c5,p08,l3,1
i10,e05,c3,p03,l3,1
i21,e01,c1,p24,l3,3
i06,e05,c5,p08,l1,2
i12,e01,c5,p10,l3,2
i23,e04,c5,p10,l3,15
i02,e08,c1,p32,l3,25
i17,e09,c5,p13,l3,3
i01,e11,c1,p23,l3,2
i23,e04,c5,p29,l3,2
i43,e01,c1,p18,l3,4
i16,e08,c5,p22,l3,1
i46,e08,c4,p17,l3,7
i06,e04,c3,p19,l1,3
i17,e08,c5,p02,l3,4
i33,e10,c1,p25,l3,1
i38,e11,c1,p26,l2,7
i16,e09,c5,p02,l3,2
i46,e01,c1,p21,l3,6
i43,e01,c1,p28,l3,1
i05,e12,c1,p31,l3,2
i13,e03,c5,p10,l3,2
i38,e08,c7,p13,l2,1
i30,e01,c1,p03,l3,2
i19,e04,c5,p10,l3,1
i14,e12,c5,p32,l3,1
i42,e05,c5,p11,l3,1
i14,e04,c5,p05,l3,1
i13,e05,c5,p15,l3,1
i41,e11,c1,p32,l3,1
i46,e01,c1,p11,l3,1
i02,e11,c1,p10,l3,1
i06,e08,c5,p19,l2,5107
i34,e08,c5,p09,l3,37
i38,e10,c1,p10,l2,2319
i14,e08,c5,p15,l3,44
i38,e06,c1,p12,l3,506
i06,e10,c5,p07,l4,2881
i05,e01,c1,p23,l3,1
i02,e08,c1,p18,l3,103
i39,e09,c5,p35,l3,151
i06,e12,c5,p04,l3,67
i02,e08,c1,p23,l3,313
i38,e11,c1,p07,l2,217
i17,e04,c5,p09,l3,32
i38,e08,c1,p35,l2,629
i14,e08,c5,p12,l3,36
i02,e08,c1,p01,l3,303
i38,e10,c4,p21,l4,24
i06,e10,c3,p12,l3,26
i63,e10,c1,p35,l4,41
i31,e11,c1,p35,l3,50
i38,e06,c1,unknown,l3,32
i34,e03,c5,p07,l3,55
i38,e10,c1,p08,l2,34
i07,e08,c5,p11,l3,60
i43,e09,c1,p01,l3,15
i46,e04,c1,p10,l3,17
i39,e09,c5,p29,l3,9
i38,e07,c1,p10,l2,13
i17,e11,c5,p28,l3,12
i06,e12,c5,p22,l3,54
i32,e04,c5,p35,l3,6
i41,e04,c1,p10,l3,5
i38,e06,c4,p22,l3,31
i19,e11,c5,p35,l3,40
i38,e08,c4,p19,l2,51
i02,e04,c1,p25,l3,12
i34,e04,c5,p32,l3,6
i41,e01,c1,p32,l3,5
i01,e08,c1,p29,l3,3
i13,e04,c5,p35,l3,4
i05,e12,c1,p04,l3,3
i02,e04,c1,p06,l3,14
i07,e08,c5,p24,l3,1
i38,e08,c7,p10,l2,13
i01,e08,c1,p28,l3,4
i13,e08,c5,p19,l3,6
i95,e05,c5,p35,l3,1
i06,e07,c5,p28,l2,1
i46,e08,c1,p18,l3,2
i30,e09,c1,p19,l3,8
i46,e09,c1,p21,l3,3
i16,e01,c5,p18,l3,1
i38,e10,c1,unknown,l4,5
i38,e10,c1,unknown,l3,2
i34,e01,c5,p12,l3,9
i34,e04,c5,p16,l3,12
i46,e08,c4,p16,l3,2
i34,e09,c5,p18,l3,8
i23,e03,c5,p07,l3,3
i47,e09,c4,p35,l3,4
i27,e04,c5,p13,l3,2
i38,e09,c1,p30,l2,2
i38,e12,c1,p25,l3,1
i41,e01,c1,p02,l3,1
i05,e12,c1,p17,l3,11
i17,e08,c5,p32,l3,1
i33,e03,c1,p21,l3,1
i14,e11,c5,p14,l3,1
i06,e08,c3,p02,l2,1
i14,e04,c5,p04,l3,1
i38,e10,c4,p15,l1,2
i14,e12,c5,p10,l3,1
i30,e09,c1,p15,l3,1
i06,e08,c3,p16,l2,1
i38,e06,c1,p10,l3,4958
i02,e04,c1,p05,l3,85
i06,e08,c5,p14,l2,741
i06,e11,c5,p23,l2,181
i06,e08,c5,p15,l2,2615
i06,e11,c5,p29,l2,427
i06,e11,c5,p01,l2,496
i06,e09,c5,p29,l2,96
i38,e10,c1,p17,l3,10429
i28,e08,c1,p35,l3,18077
i06,e08,c5,p23,l2,600
i02,e08,c1,p10,l3,556
i06,e01,c5,p18,l3,131
i30,e04,c1,p21,l3,14
i38,e08,c1,p10,l2,3247
i38,e10,c1,p13,l3,13048
i39,e04,c5,p17,l3,5
i06,e10,c3,p08,l4,9
i17,e11,c5,p22,l3,14
i34,e04,c5,p19,l3,29
i17,e08,c5,p10,l3,126
i38,e10,c1,p23,l4,494
i29,e09,c5,p21,l3,1
i38,e10,c1,p32,l3,1487
i46,e11,c1,p13,l3,158
i38,e10,c1,p19,l2,266
i38,e10,c4,p19,l4,58
i06,e10,c5,p28,l2,14
i34,e01,c5,p35,l3,20
i12,e01,c5,p19,l3,13
i06,e10,c5,p35,l2,58
i38,e09,c1,p35,l2,13
i38,e09,c4,p13,l2,27
i06,e09,c5,p07,l2,92
i34,e04,c5,p15,l3,21
i02,e09,c1,p22,l3,10
i38,e01,c1,p17,l3,32
i38,e06,c4,p16,l3,44
i14,e04,c5,p35,l3,4
i21,e01,c1,p16,l3,3
i06,e10,c5,p26,l1,13
i39,e01,c5,p08,l3,6
i13,e08,c5,p11,l3,13
i27,e09,c5,p13,l3,1
i14,e01,c5,p15,l3,5
i05,e04,c1,unknown,l3,9
i39,e04,c5,p20,l3,3
i13,e04,c5,p19,l3,1
i46,e06,c1,p19,l3,3
i48,e11,c1,p19,l3,2
i43,e09,c1,p17,l3,1
i34,e03,c3,p32,l3,1
i12,e09,c5,p23,l3,2
i03,e10,c5,p05,l3,2
i30,e09,c1,p32,l3,1
i23,e01,c5,p03,l3,1
i14,e09,c5,p12,l3,1
i01,e09,c1,p17,l3,1
i13,e04,c5,p07,l3,1
i05,e12,c4,p32,l3,1
i46,e08,c1,p04,l3,1
i06,e10,c5,p11,l3,41950
i06,e08,c5,p29,l2,1326
i06,e10,c5,p18,l3,27505
i38,e11,c1,p19,l2,605
i38,e10,c1,p17,l4,1960
i38,e06,c4,p06,l3,12
i06,e12,c5,p15,l3,127
i06,e10,c5,p06,l4,2071
i38,e10,c1,p16,l4,1154
i30,e01,c1,p21,l3,12
i01,e11,c1,p35,l3,11
i12,e08,c5,p03,l3,9
i06,e04,c5,p09,l1,70
i05,e08,c1,p35,l3,192
i17,e04,c5,p07,l3,29
i38,e01,c1,p04,l3,34
i38,e06,c1,p19,l3,2317
i06,e11,c5,p25,l2,93
i06,e04,c5,p03,l1,219
i06,e10,c5,p05,l1,101
i38,e10,c4,p01,l4,195
i38,e10,c4,p29,l3,16
i42,e05,c5,p05,l3,4
i38,e09,c1,p07,l2,103
i39,e04,c5,p16,l3,2
i06,e10,c5,p13,l1,70
i02,e01,c1,p17,l3,104
i38,e06,c1,p31,l3,32
i39,e01,c5,p19,l3,18
i41,e01,c1,p35,l3,15
i05,e12,c1,p03,l3,12
i02,e04,c1,p14,l3,51
i06,e05,c5,p03,l1,16
i17,e01,c5,p03,l3,25
i06,e10,c3,p23,l3,44
i21,e03,c1,p05,l3,2
i30,e01,c1,p01,l3,2
i34,e08,c5,p16,l3,12
i01,e01,c1,p14,l3,2
i38,e10,c4,p07,l2,6
i48,e11,c1,p03,l3,7
i38,e11,c4,p11,l2,5
i34,e03,c5,p32,l3,11
i49,e01,c1,p35,l3,3
i12,e08,c5,p01,l3,7
i34,e09,c5,p24,l3,5
i16,e09,c5,p24,l3,3
i01,e08,c1,p18,l3,1
i48,e01,c1,p10,l3,3
i46,e08,c1,p11,l3,3
i17,e11,c5,p02,l3,9
i48,e11,c1,p14,l3,3
i38,e10,c4,p01,l1,2
i05,e06,c1,p01,l3,2
i05,e03,c1,p12,l3,1
i16,e04,c5,p15,l3,2
i23,e09,c5,p15,l3,2
i49,e03,c1,p33,l3,1
i05,e07,c1,p17,l3,1
i49,e01,c1,p33,l3,1
i42,e05,c5,p22,l3,2
i38,e07,c1,p16,l2,2
i06,e09,c3,p01,l2,1
i27,e09,c5,p04,l3,1
i14,e09,c5,p11,l3,3
i03,e04,c5,p18,l3,1
i41,e04,c1,p12,l3,1
i06,e04,c3,p35,l1,1
i38,e04,c7,p10,l1,1
i23,e10,c5,p10,l3,2
i44,e01,c3,p35,l3,1
i46,e09,c1,p05,l3,1
i06,e10,c5,p24,l3,29611
i46,e11,c1,p35,l3,6820
i06,e08,c5,p11,l2,2451
i39,e04,c5,p35,l3,245
i38,e10,c1,p15,l4,2201
i06,e10,c5,p02,l4,1352
i06,e10,c5,p04,l3,25636
i06,e04,c5,p19,l1,764
i38,e06,c1,p24,l3,457
i06,e10,c5,p23,l2,85
i02,e04,c1,p04,l3,40
i06,e10,c5,p32,l3,5871
i02,e04,c1,p12,l3,38
i17,e04,c5,p10,l3,152
i02,e09,c1,p10,l3,183
i17,e11,c5,p29,l3,103
i06,e08,c3,p09,l2,6
i26,e11,c1,p35,l3,24
i05,e03,c1,p35,l3,38
i17,e04,c5,p11,l3,33
i38,e11,c1,p01,l2,379
i06,e10,c5,p30,l3,799
i06,e10,c3,p21,l3,135
i38,e10,c1,p21,l2,65
i06,e10,c3,p15,l3,123
i38,e08,c1,p22,l2,53
i14,e12,c5,p19,l3,203
i05,e08,c1,p01,l3,1
i34,e03,c5,p12,l3,55
i38,e10,c4,p30,l3,42
i14,e09,c5,p17,l3,5
i38,e06,c4,p15,l3,64
i14,e08,c5,p17,l3,9
i34,e03,c5,p03,l3,46
i63,e10,c1,p01,l2,12
i43,e01,c1,p19,l3,26
i38,e10,c4,p35,l3,5
i49,e10,c1,p33,l3,29
i13,e11,c5,p05,l3,17
i17,e08,c5,p11,l3,20
i38,e10,c7,p13,l3,18
i36,e08,c5,p35,l3,15
i39,e01,c5,p21,l3,17
i39,e09,c5,p17,l3,3
i14,e11,c5,p01,l3,4
i38,e10,c7,p13,l4,14
i41,e01,c1,p28,l3,2
i06,e02,c5,p16,l1,2
i38,e10,c4,p19,l1,5
i09,e09,c5,p29,l3,3
i14,e11,c5,p18,l3,1
i14,e08,c3,p21,l3,3
i12,e04,c5,p21,l3,4
i06,e08,c3,p11,l2,2
i14,e08,c5,p35,l3,6
i38,e10,c4,p23,l4,8
i23,e08,c5,p18,l3,1
i05,e11,c1,p03,l3,5
i38,e11,c4,p12,l2,4
i34,e03,c5,p30,l3,1
i89,e09,c1,p17,l3,1
i01,e09,c1,p01,l3,3
i06,e05,c5,p25,l1,4
i16,e08,c5,p13,l3,1
i50,e04,c1,p11,l3,3
i06,e10,c3,p15,l4,11
i02,e08,c4,p07,l3,1
i05,e09,c1,p16,l3,1
i23,e03,c5,p24,l3,2
i81,e01,c5,p22,l3,1
i14,e11,c5,p12,l3,1
i06,e02,c5,p23,l1,2
i02,e09,c1,p26,l3,1
i14,e12,c5,p18,l3,1
i09,e04,c5,p19,l3,1
i14,e12,c3,p06,l3,2
i38,e05,c1,p03,l1,1
i17,e08,c5,p20,l3,1
i06,e09,c3,p22,l2,1
i06,e11,c5,p10,l2,1887
i06,e11,c5,p35,l2,2024
i06,e08,c5,p05,l2,2673
i06,e10,c5,p08,l3,11481
i46,e04,c1,p35,l3,61
i06,e09,c5,p24,l2,94
i21,e03,c1,p10,l3,29
i23,e03,c5,p10,l3,16
i72,e08,c1,p10,l3,6
i38,e10,c1,p23,l1,11
i17,e04,c5,p02,l3,7
i06,e10,c3,p07,l4,18
i02,e09,c1,p04,l3,53
i38,e10,c1,p24,l2,26
i02,e01,c1,p02,l3,21
i06,e09,c5,p08,l2,46
i05,e09,c1,p19,l3,19
i06,e10,c3,p09,l3,28
i12,e04,c5,p19,l3,22
i41,e01,c1,p03,l3,3
i43,e09,c4,p35,l3,1
i34,e09,c5,p10,l3,18
i22,e05,c5,p18,l3,1
i34,e01,c5,p06,l3,2
i34,e01,c5,p01,l3,10
i38,e09,c1,p28,l2,19
i05,e09,c1,p29,l3,1
i34,e01,c5,p20,l3,1
i01,e08,c1,p16,l3,9
i38,e04,c1,p25,l1,16
i06,e11,c3,p03,l2,4
i09,e04,c5,p35,l3,7
i17,e11,c5,p18,l3,6
i14,e04,c5,p26,l3,1
i17,e11,c5,p16,l3,15
i17,e01,c5,p16,l3,3
i30,e04,c1,p22,l3,8
i16,e04,c5,p16,l3,3
i63,e10,c4,p10,l3,4
i43,e03,c1,p10,l3,1
i46,e01,c1,p19,l3,2
i38,e07,c1,p19,l2,1
i23,e08,c5,p22,l3,1
i34,e09,c5,p32,l3,5
i16,e09,c5,p01,l3,2
i23,e03,c5,p16,l3,1
i21,e09,c1,p24,l3,1
i13,e11,c5,p07,l3,2
i23,e01,c5,p11,l3,1
i30,e09,c1,p04,l3,5
i19,e10,c3,p10,l3,7
i38,e10,c4,p03,l2,5
i13,e03,c5,p02,l3,1
i09,e01,c5,p21,l3,2
i06,e07,c5,p24,l2,1
i42,e05,c5,p13,l3,2
i67,e09,c5,p22,l3,1
i57,e12,c8,p10,l3,1
i39,e09,c5,p16,l3,1
i21,e01,c1,p11,l3,1
i06,e08,c5,p02,l2,675
i46,e08,c4,p35,l3,592
i06,e12,c5,p11,l3,315
i17,e08,c5,p21,l3,51
i38,e10,c4,p12,l4,40
i38,e01,c1,p10,l3,467
i06,e10,c5,p18,l2,62
i06,e04,c5,p22,l1,191
i17,e01,c5,p15,l3,16
i06,e10,c5,p35,l3,23866
i06,e10,c5,p29,l4,1944
i06,e04,c5,p29,l1,320
i06,e12,c5,p29,l3,132
i17,e09,c5,p19,l3,29
i48,e11,c1,p10,l3,10
i02,e04,c1,p01,l3,42
i38,e10,c4,p14,l3,50
i06,e10,c5,p29,l1,31
i38,e09,c1,p12,l2,33
i07,e11,c5,p35,l3,86
i34,e08,c5,p28,l3,11
i06,e10,c5,p28,l1,17
i38,e10,c4,p01,l2,7
i38,e10,c1,unknown,l4,4
i06,e04,c5,p12,l1,147
i07,e11,c5,p10,l3,38
i38,e10,c4,p10,l2,52
i41,e04,c1,p11,l3,10
i02,e04,c1,p29,l3,39
i14,e08,c5,p21,l3,64
i32,e09,c5,p19,l3,1
i74,e08,c5,p13,l3,9
i01,e01,c1,p22,l3,9
i42,e02,c5,p19,l3,2
i34,e09,c5,p03,l3,2
i66,e01,c3,p35,l3,1
i41,e01,c1,p10,l3,10
i38,e04,c1,p04,l1,17
i46,e04,c4,p03,l3,1
i78,e09,c1,p15,l3,1
i38,e10,c4,p03,l1,1
i41,e04,c1,p01,l3,4
i05,e03,c1,p19,l3,14
i17,e11,c5,p23,l3,16
i41,e12,c1,p21,l3,7
i05,e09,c1,p14,l3,14
i23,e08,c5,p24,l3,1
i34,e04,c5,p04,l3,4
i17,e11,c5,p20,l3,3
i23,e03,c5,p12,l3,2
i38,e11,c4,p06,l2,3
i38,e04,c1,p27,l1,4
i49,e11,c1,p35,l3,1
i23,e01,c5,p35,l3,6
i07,e08,c5,p04,l3,1
i17,e01,c5,p14,l3,2
i13,e03,c5,p11,l3,1
i37,e08,c5,p33,l3,1
i46,e04,c1,p11,l3,1
i30,e04,c1,p04,l3,3
i02,e11,c1,p11,l3,1
i38,e05,c1,p18,l1,1
i33,e03,c1,p14,l3,1
i38,e10,c4,p21,l1,1
i05,e09,c1,p18,l3,1
i01,e04,c1,p21,l3,5
i34,e01,c5,p22,l3,1
i38,e04,c1,p28,l1,1
i16,e08,c5,p23,l3,1
i38,e10,c1,p13,l4,3152
i06,e10,c5,p10,l4,10988
