i15,e04,c2,p35,l3,16
i34,e08,c5,p21,l3,6
i42,e05,c5,p19,l3,2
i14,e08,c5,p21,l3,6
i02,e09,c1,p24,l3,1
i05,e06,c1,p29,l3,1
i10,e05,c3,p05,l3,1
i38,e08,c4,p13,l2,1
i06,e10,c5,p30,l3,791
i38,e10,c1,p29,l4,956
i06,e10,c5,p05,l1,104
i38,e08,c1,p13,l2,72
i06,e11,c5,p01,l2,216
i38,e10,c4,p05,l4,18
i38,e10,c4,p15,l3,220
i06,e08,c5,p01,l2,359
i06,e08,c5,p18,l2,320
i37,e10,c5,p33,l3,8
i38,e06,c1,p01,l3,280
i38,e12,c1,p12,l3,58
i06,e11,c5,p29,l2,212
i12,e01,c5,p03,l3,6
i06,e01,c5,p15,l3,40
i46,e01,c1,p02,l3,1
i06,e09,c5,p25,l2,4
i46,e08,c1,p02,l3,42
i30,e04,c1,p15,l3,6
i43,e08,c1,p13,l3,3
i34,e04,c5,p03,l3,13
i38,e08,c4,p23,l2,19
i06,e05,c5,p03,l1,1
i06,e01,c5,p04,l3,14
i17,e09,c5,p16,l3,1
i12,e09,c5,p15,l3,1
i38,e05,c1,p17,l1,1
i38,e08,c4,p32,l2,1
i17,e01,c5,p17,l3,3
i05,e06,c1,p21,l3,5
i30,e09,c1,p20,l3,5
i02,e01,c1,p20,l3,2
i48,e08,c1,p35,l3,2
i05,e01,c1,p32,l3,1
i12,e01,c5,p17,l3,1
i14,e01,c5,p32,l3,4
i06,e10,c5,p11,l3,33760
i38,e10,c1,p05,l3,9443
i06,e10,c5,p10,l4,4486
i06,e11,c5,p10,l2,378
i38,e11,c1,p03,l2,228
i38,e10,c1,p15,l2,42
i06,e10,c5,p19,l1,315
i38,e10,c1,p25,l4,79
i38,e10,c4,p13,l4,53
i38,e10,c1,p35,l3,269
i06,e11,c5,p03,l2,152
i34,e03,c5,p16,l3,23
i38,e01,c1,p24,l3,41
i38,e06,c4,p10,l3,86
i05,e01,c1,p03,l3,4
i34,e08,c5,p11,l3,36
i02,e01,c1,p13,l3,77
i12,e01,c5,p10,l3,1
i38,e04,c1,p21,l1,40
i38,e11,c1,unknown,l2,1
i06,e09,c5,p28,l2,4
i17,e01,c5,p11,l3,2
i38,e10,c4,p04,l4,29
i43,e09,c1,p06,l3,2
i38,e06,c4,p01,l3,30
i38,e10,c1,p24,l2,15
i34,e03,c5,p02,l3,5
i06,e01,c5,p09,l3,9
i39,e04,c5,p10,l3,3
i38,e10,c1,unknown,l2,1
i46,e11,c1,p25,l3,1
i43,e08,c1,p07,l3,2
i02,e01,c1,p35,l3,7
i38,e08,c4,p04,l2,1
i14,e08,c5,p23,l3,5
i01,e08,c1,p10,l3,2
i47,e01,c4,p35,l3,2
i38,e10,c1,p25,l2,2
i49,e03,c1,p03,l3,1
i23,e03,c5,p07,l3,1
i38,e10,c1,p20,l1,2
i34,e09,c5,p19,l3,1
i05,e01,c1,p25,l3,1
i14,e12,c5,p23,l3,2
i06,e08,c5,p33,l2,1
i38,e11,c4,p28,l2,2
i38,e10,c1,p16,l4,1008
i06,e11,c5,p35,l2,540
i38,e10,c1,p23,l4,453
i06,e10,c5,p07,l4,862
i38,e06,c1,p21,l3,261
i38,e06,c1,p19,l3,767
i17,e09,c5,p10,l3,8
i46,e04,c1,p19,l3,10
i38,e04,c1,p10,l1,76
i38,e10,c1,p16,l2,26
i06,e04,c5,p02,l1,30
i18,e08,c1,p35,l3,5
i02,e08,c1,p18,l3,10
i38,e01,c1,p01,l3,51
i38,e10,c4,p13,l2,13
i38,e08,c4,p21,l2,2
i42,e05,c5,p13,l3,8
i06,e10,c5,p22,l1,19
i18,e01,c1,p35,l3,4
i47,e09,c4,p35,l3,11
i38,e11,c4,p05,l2,2
i33,e01,c1,p10,l3,1
i01,e09,c1,p05,l3,1
i33,e08,c1,p19,l3,1
i38,e08,c4,p16,l2,1
i01,e08,c1,p19,l3,1
i39,e01,c5,p32,l3,1
i43,e03,c1,p20,l3,4
i02,e04,c1,p32,l3,5
i06,e07,c5,p06,l2,1
i14,e01,c5,p23,l3,1
i43,e08,c1,p01,l3,1
i38,e11,c4,p25,l2,2
i38,e10,c1,p22,l4,374
i06,e09,c5,p35,l2,61
i38,e06,c1,p04,l3,131
i38,e10,c1,unknown,l3,57
i38,e11,c1,p06,l2,42
i06,e04,c5,p03,l1,17
i46,e11,c1,p29,l3,844
i38,e10,c1,p31,l1,3
i02,e08,c1,p15,l3,72
i30,e04,c1,p20,l3,7
i06,e10,c5,p09,l1,14
i38,e10,c4,p08,l4,25
i06,e10,c3,p01,l3,139
i02,e09,c1,p01,l3,18
i38,e06,c1,p28,l3,69
i06,e08,c5,p14,l2,140
i05,e06,c1,p13,l3,2
i38,e10,c4,p23,l3,30
i06,e01,c5,p05,l3,29
i06,e01,c5,p20,l3,11
i39,e09,c5,p05,l3,1
i38,e10,c4,p28,l4,19
i38,e04,c1,p12,l1,20
i06,e09,c5,p14,l2,24
i05,e08,c1,p10,l3,1
i39,e04,c5,p35,l3,13
i38,e10,c1,p29,l1,12
i02,e04,c1,p17,l3,13
i19,e08,c5,p35,l3,9
i38,e09,c1,p02,l2,6
i06,e09,c5,p09,l2,15
i34,e04,c5,p16,l3,2
i02,e01,c1,p10,l3,41
i42,e05,c5,p17,l3,4
i34,e09,c5,p21,l3,5
i14,e08,c5,p03,l3,6
i05,e06,c1,p14,l3,1
i02,e01,c1,p15,l3,15
i38,e10,c1,p15,l1,17
i17,e08,c5,p29,l3,2
i05,e03,c1,p35,l3,4
i23,e04,c5,p21,l3,1
i30,e01,c1,p35,l3,4
i38,e10,c1,p08,l1,7
i13,e01,c5,p05,l3,2
i49,e06,c1,p33,l3,3
i43,e04,c1,p11,l3,4
i38,e09,c1,p14,l2,2
i14,e01,c5,p22,l3,1
i05,e05,c1,p17,l3,1
i06,e10,c5,p15,l3,44955
i06,e10,c5,p13,l3,31113
i38,e10,c1,p07,l4,855
i38,e08,c1,p32,l2,16
i06,e10,c5,p22,l4,524
i06,e04,c5,p12,l1,33
i38,e06,c1,p18,l3,112
i38,e06,c1,p14,l3,108
i06,e12,c5,p04,l3,16
i06,e12,c5,p10,l3,152
i38,e10,c1,p10,l3,56352
i05,e12,c1,p18,l3,1
i46,e08,c4,p17,l3,31
i07,e08,c5,p35,l3,48
i06,e01,c5,p29,l3,45
i38,e10,c1,p13,l2,73
i46,e11,c1,p05,l3,106
i06,e01,c5,p01,l3,22
i06,e08,c5,p22,l2,74
i46,e01,c1,p11,l3,4
i14,e11,c5,p05,l3,6
i07,e09,c5,p35,l3,3
i38,e08,c1,p31,l2,24
i02,e09,c1,p09,l3,9
i06,e10,c3,p29,l4,12
i38,e09,c4,p04,l2,4
i43,e01,c1,p13,l3,2
i38,e04,c1,p04,l1,5
i17,e08,c5,p19,l3,17
i05,e12,c1,p15,l3,9
i46,e08,c1,p28,l3,5
i38,e08,c4,p05,l2,4
i38,e12,c4,p07,l3,1
i38,e04,c4,p19,l1,1
i38,e01,c4,p29,l3,1
i03,e10,c5,p24,l3,4
i30,e09,c1,p15,l3,4
i46,e09,c1,p22,l3,2
i49,e11,c1,p33,l3,1
i05,e09,c1,p13,l3,2
i06,e09,c3,p17,l2,2
i07,e08,c5,p04,l3,1
i06,e02,c5,p19,l1,1
i02,e01,c1,p32,l3,2
i46,e11,c1,p35,l3,8335
i06,e10,c5,p10,l2,202
i06,e08,c5,p19,l2,1935
i38,e09,c1,p11,l2,31
i22,e05,c5,p35,l3,19
i38,e09,c1,p17,l2,30
i06,e04,c5,p14,l1,28
i34,e04,c5,p04,l3,1
i38,e10,c1,p26,l3,16
i06,e10,c3,p21,l4,11
i38,e08,c4,p06,l2,17
i07,e08,c5,p19,l3,21
i06,e10,c5,p20,l2,6
i06,e04,c5,p28,l1,14
i06,e04,c5,p11,l1,24
i14,e05,c3,p01,l3,4
i34,e03,c5,p04,l3,20
i24,e01,c1,p04,l3,2
i05,e06,c1,p10,l3,11
i02,e08,c1,p12,l3,5
i38,e09,c1,p08,l2,5
i34,e05,c5,p19,l3,1
i06,e09,c5,p04,l2,20
i39,e04,c5,p11,l3,1
i17,e09,c5,p06,l3,1
i06,e10,c3,p09,l3,2
i38,e09,c1,p25,l2,4
i34,e08,c5,p13,l3,3
i21,e09,c1,p01,l3,1
i06,e01,c3,p13,l3,1
i06,e05,c5,p18,l1,1
i02,e09,c1,p02,l3,1
i38,e01,c1,p25,l3,1
i06,e10,c5,p32,l3,9191
i06,e10,c5,p21,l2,103
i06,e10,c5,p15,l4,1987
i06,e10,c5,p03,l4,1489
i38,e10,c4,p01,l3,570
i38,e11,c1,p21,l2,138
i06,e11,c5,p06,l2,67
i38,e10,c1,p16,l1,32
i38,e10,c1,unknown,l4,11
i38,e10,c1,p17,l1,11
i06,e04,c5,p05,l1,46
i06,e10,c5,p35,l1,27
i06,e10,c3,p07,l4,13
i05,e12,c1,p03,l3,13
i38,e09,c1,p21,l2,48
i05,e12,c1,p10,l3,19
i02,e08,c1,p14,l3,42
i06,e09,c5,p32,l2,13
i38,e08,c1,p18,l2,51
i38,e10,c1,p33,l3,8
i38,e10,c1,p12,l1,22
i02,e08,c1,p04,l3,9
i38,e11,c4,p08,l2,2
i43,e08,c1,p12,l3,2
i38,e12,c1,p03,l3,5
i14,e11,c5,p32,l3,1
i02,e09,c1,p03,l3,8
i02,e01,c1,p21,l3,9
i01,e08,c1,p35,l3,3
i46,e04,c1,p21,l3,4
i23,e08,c5,p07,l3,7
i34,e08,c5,p17,l3,3
i46,e01,c1,p19,l3,3
i12,e04,c5,p17,l3,1
i24,e04,c1,p04,l3,1
i06,e10,c3,p05,l4,5
i46,e08,c1,p16,l3,1
i05,e08,c1,p35,l3,4
i21,e12,c1,p04,l3,1
i38,e10,c1,p28,l2,2
i14,e09,c5,p28,l3,1
i38,e10,c1,p31,l4,115
i38,e10,c1,p01,l3,15373
i06,e10,c5,p04,l3,17469
i38,e10,c1,p21,l4,1484
i38,e10,c1,p13,l4,1729
i06,e10,c5,p09,l4,323
i06,e10,c5,p17,l1,67
i06,e10,c5,p26,l4,101
i06,e12,c5,p09,l3,5
i06,e01,c5,p35,l3,74
i14,e08,c5,p16,l3,16
i05,e12,c1,p32,l3,3
i06,e08,c5,p09,l2,154
i38,e10,c4,p32,l3,12
i06,e08,c5,p11,l2,156
i38,e09,c1,p29,l2,17
i06,e10,c5,p03,l2,17
i06,e09,c5,p12,l2,18
i06,e10,c5,p29,l2,55
i38,e08,c4,p17,l2,8
i38,e11,c4,p11,l2,4
i05,e12,c1,p06,l3,3
i06,e02,c5,p17,l1,1
i38,e11,c1,p28,l2,19
i38,e04,c1,p35,l1,4
i34,e08,c5,p05,l3,1
i20,e05,c5,p19,l3,1
i46,e09,c1,p12,l3,2
i38,e11,c4,p24,l2,1
i05,e12,c1,p24,l3,1
i49,e03,c1,p01,l3,1
i42,e02,c5,p19,l3,1
i38,e11,c4,p29,l2,1
i06,e10,c5,p01,l3,25278
i38,e10,c1,p02,l4,556
i06,e10,c5,p14,l4,930
i06,e10,c5,p21,l1,239
i38,e10,c1,p10,l1,97
i06,e10,c5,p19,l2,354
i38,e08,c1,p19,l2,418
i06,e11,c5,p21,l2,196
i38,e10,c1,p35,l2,158
i38,e10,c4,p10,l2,9
i34,e03,c5,p11,l3,37
i38,e10,c4,p01,l4,73
i06,e09,c5,p10,l2,47
i06,e10,c3,p18,l4,2
i02,e09,c1,p14,l3,29
i38,e10,c4,p11,l4,33
i06,e01,c5,p24,l3,25
i38,e10,c4,p08,l3,126
i06,e08,c5,p25,l2,27
i06,e10,c5,p06,l1,38
i38,e01,c1,p14,l3,4
i38,e10,c4,p30,l3,48
i06,e10,c5,p24,l1,40
i06,e10,c3,p12,l1,1
i38,e05,c1,p35,l1,3
i34,e03,c5,p22,l3,2
i14,e01,c5,p18,l3,1
i02,e08,c1,p10,l3,14
i38,e11,c4,p01,l2,8
i06,e12,c5,p06,l3,28
i43,e01,c1,p11,l3,2
i38,e10,c1,unknown,l4,8
i38,e10,c7,p03,l4,9
i13,e10,c5,p19,l3,1
i05,e06,c1,p23,l3,1
i06,e01,c5,p31,l3,9
i46,e01,c1,p21,l3,2
i13,e08,c5,p19,l3,4
i21,e03,c1,p07,l3,1
i21,e09,c1,p10,l3,4
i06,e05,c5,p10,l1,3
i03,e01,c5,p18,l3,1
i06,e07,c5,p13,l2,1
i21,e09,c1,p17,l3,1
i06,e05,c5,p11,l1,1
i49,e09,c1,p33,l3,1
i38,e10,c1,p15,l4,1282
i38,e10,c4,p16,l4,48
i38,e11,c1,p14,l2,57
i38,e10,c1,p20,l4,315
i38,e10,c1,p21,l2,25
i38,e10,c1,p35,l4,187
i06,e08,c5,p10,l2,1025
i07,e08,c5,p05,l3,21
i38,e01,c1,p21,l3,51
i05,e03,c1,p13,l3,1
i38,e04,c1,p02,l1,18
i38,e01,c1,p15,l3,20
i17,e11,c5,p10,l3,52
i06,e08,c5,p02,l2,164
i38,e08,c1,p05,l2,29
i06,e12,c5,p05,l3,37
i38,e10,c1,p02,l1,13
i06,e10,c3,p19,l4,12
i38,e10,c4,p04,l1,1
i38,e12,c1,p07,l3,1
i39,e09,c5,p35,l3,5
i38,e10,c1,p17,l2,16
i06,e09,c5,p05,l2,16
i38,e10,c1,p18,l1,6
i06,e12,c5,p23,l3,17
i46,e11,c1,p01,l3,1
i02,e08,c1,p13,l3,5
i05,e01,c1,p11,l3,1
i05,e12,c1,p01,l3,11
i07,e04,c5,p10,l3,1
i05,e06,c1,p11,l3,3
i43,e01,c1,p29,l3,1
i38,e10,c4,p23,l4,4
i07,e12,c5,p29,l3,1
i30,e04,c1,p29,l3,2
i06,e10,c5,p20,l1,6
i17,e08,c5,p25,l3,2
i34,e08,c5,p24,l3,1
i06,e04,c5,p09,l1,45
i38,e10,c1,p29,l3,6654
i38,e10,c1,p18,l3,5169
i38,e10,c7,p18,l4,8
i38,e10,c4,p10,l4,142
i06,e08,c5,p04,l2,73
i06,e09,c5,p29,l2,48
i06,e10,c3,p15,l4,5
i38,e10,c1,p13,l1,36
i06,e12,c5,p13,l3,34
i06,e08,c5,p05,l2,179
i42,e05,c5,p35,l3,7
i06,e10,c3,p10,l4,15
i38,e08,c1,p03,l2,11
i24,e08,c1,p04,l3,6
i02,e01,c1,p17,l3,20
i06,e10,c5,p15,l2,35
i38,e06,c4,p03,l3,14
i38,e09,c1,p24,l2,9
i06,e12,c5,p14,l3,18
i34,e08,c5,p29,l3,2
i38,e09,c1,p23,l2,7
i34,e01,c5,p17,l3,3
i38,e01,c1,p17,l3,25
i34,e03,c5,p01,l3,4
i23,e09,c5,p29,l3,1
i38,e10,c4,p21,l1,6
i06,e09,c5,p23,l2,14
i38,e11,c4,p15,l2,1
i21,e04,c1,p17,l3,1
i06,e10,c5,p02,l3,11117
i06,e10,c5,p18,l3,21482
i06,e10,c5,p12,l3,27219
i06,e10,c5,p05,l4,1449
i38,e11,c1,p20,l2,21
i38,e10,c4,p03,l4,58
i38,e11,c1,p05,l2,87
i15,e01,c2,p35,l3,30
i06,e10,c3,p21,l3,339
i06,e01,c5,p12,l3,30
i02,e09,c1,p18,l3,11
i38,e10,c4,p16,l3,155
i06,e12,c5,p20,l3,5
i17,e04,c5,p10,l3,24
i46,e11,c1,p11,l3,6
i06,e10,c3,p07,l3,112
i06,e04,c5,p04,l1,18
i46,e04,c1,p35,l3,27
i23,e04,c5,p07,l3,8
i01,e09,c1,p35,l3,3
i43,e01,c1,p12,l3,1
i14,e11,c5,p33,l3,8
i38,e04,c1,p11,l1,19
i06,e04,c5,p26,l1,3
i05,e06,c1,p12,l3,4
i01,e01,c1,p10,l3,4
i38,e05,c1,p10,l1,3
i34,e03,c5,p30,l3,1
i38,e04,c1,p16,l1,1
i38,e01,c4,p25,l3,2
i38,e01,c4,p05,l3,3
i38,e07,c1,p17,l2,1
i38,e10,c4,p35,l4,5
i41,e07,c1,p19,l3,1
i02,e01,c1,p02,l3,2
i06,e10,c3,p11,l4,2
i38,e09,c1,p28,l2,2
i14,e11,c5,p23,l3,2
i23,e04,c5,p10,l3,2
i13,e11,c5,p02,l3,1
i46,e09,c1,p02,l3,1
i46,e04,c1,p10,l3,1
i06,e11,c5,p32,l2,49
i14,e12,c5,p07,l3,2188
i38,e11,c1,p15,l2,107
i38,e09,c1,p03,l2,30
i06,e10,c5,p24,l2,43
i02,e08,c1,p01,l3,20
i38,e10,c1,p07,l2,42
i06,e10,c5,p04,l1,48
i38,e10,c1,p05,l2,34
i38,e10,c4,p21,l4,128
i06,e10,c5,p25,l4,372
i02,e08,c1,p19,l3,106
i06,e10,c3,p23,l3,490
i38,e11,c1,p04,l2,54
i38,e10,c4,p07,l4,33
i38,e08,c1,p15,l2,27
i17,e08,c5,p21,l3,2
i38,e04,c1,p05,l1,21
i23,e08,c5,p19,l3,21
i12,e04,c5,p19,l3,7
i43,e01,c1,p10,l3,3
i06,e10,c3,p05,l3,12
i48,e11,c1,p35,l3,2
i14,e04,c5,p16,l3,1
i06,e09,c5,p21,l2,27
i34,e09,c5,p17,l3,1
i07,e12,c5,p10,l3,1
i17,e09,c5,p04,l3,1
i46,e08,c1,p21,l3,6
i06,e05,c5,p24,l1,3
i07,e12,c5,p18,l3,3
i17,e09,c5,p13,l3,1
i03,e04,c5,p18,l3,1
i38,e04,c1,p22,l1,1
i42,e05,c5,p24,l3,1
i38,e10,c4,p06,l4,2
i05,e04,c1,p35,l3,3
i34,e08,c5,p15,l3,2
i02,e09,c1,p07,l3,2
i06,e04,c5,p29,l1,101
i38,e10,c1,p14,l4,668
i38,e10,c1,p10,l2,576
i06,e08,c5,p24,l2,443
i38,e08,c1,p20,l2,21
i38,e06,c1,p11,l3,274
i38,e10,c4,p19,l4,134
i06,e10,c5,p08,l4,259
i34,e03,c5,p13,l3,13
i38,e10,c1,p31,l3,516
i38,e10,c4,p32,l4,14
i38,e08,c1,p01,l2,178
i38,e10,c4,p06,l3,57
i06,e10,c5,p16,l1,64
i21,e12,c1,p19,l3,6
i21,e03,c1,p03,l3,2
i38,e01,c1,p07,l3,14
i05,e01,c1,p13,l3,5
i38,e09,c1,p16,l2,10
i43,e09,c1,p01,l3,10
i02,e09,c1,p16,l3,11
i02,e04,c1,p14,l3,21
i43,e01,c1,p35,l3,7
i06,e10,c3,p11,l2,3
i14,e08,c5,p13,l3,1
i38,e10,c1,unknown,l2,2
i38,e05,c4,p19,l1,1
i12,e04,c5,p03,l3,5
i38,e09,c1,p06,l2,4
i02,e01,c1,p18,l3,5
i30,e04,c1,p01,l3,1
i06,e10,c5,p10,l3,90522
i38,e11,c1,p11,l2,207
i06,e10,c5,p01,l1,85
i06,e11,c5,p02,l2,60
i02,e08,c1,p22,l3,36
i34,e04,c5,p21,l3,6
i38,e10,c4,p02,l3,36
i06,e08,c5,p20,l2,59
i38,e01,c1,p02,l3,10
i38,e04,c1,p15,l1,31
i05,e12,c1,p35,l3,17
i02,e04,c1,p03,l3,10
i38,e09,c1,p18,l2,17
i02,e09,c1,p21,l3,21
i34,e03,c5,p12,l3,18
i05,e12,c1,p05,l3,3
i46,e06,c1,p35,l3,3
i17,e01,c5,p21,l3,3
i34,e03,c5,p20,l3,8
i13,e08,c5,p12,l3,4
i02,e04,c1,p01,l3,10
i34,e03,c5,p15,l3,8
i17,e01,c5,p19,l3,3
i38,e04,c1,p24,l1,2
i06,e11,c5,p31,l2,7
i38,e08,c4,p08,l2,1
i26,e04,c1,p35,l3,2
i38,e12,c1,p16,l3,1
i14,e12,c5,p01,l3,2
i46,e11,c1,p06,l3,1
i06,e07,c5,p05,l2,1
i38,e10,c1,p19,l3,64574
i38,e10,c1,p17,l3,9063
i38,e10,c1,p08,l3,1430
i38,e10,c1,p32,l3,2465
i06,e10,c5,p11,l4,1763
i38,e10,c1,p11,l4,2068
i06,e10,c5,p13,l4,1607
i38,e11,c1,p10,l2,702
i38,e09,c1,p10,l2,128
i06,e10,c5,p15,l1,101
i06,e10,c5,p23,l2,37
i06,e12,c5,p12,l3,21
i38,e10,c1,p07,l1,20
i38,e11,c1,p32,l2,20
i38,e10,c1,p21,l1,31
i06,e11,c5,p18,l2,57
i06,e08,c5,p21,l2,487
i06,e12,c5,p22,l3,6
i06,e09,c5,p17,l2,8
i06,e11,c5,p07,l2,51
i06,e10,c3,p24,l3,4
i23,e03,c5,p19,l3,8
i06,e01,c5,p17,l3,12
i38,e09,c1,p05,l2,17
i05,e04,c1,p03,l3,4
i06,e12,c5,p07,l3,25
i14,e11,c5,p04,l3,1
i09,e04,c5,p10,l3,2
i23,e01,c5,p19,l3,6
i38,e08,c4,p01,l2,3
i14,e11,c5,p19,l3,1
i12,e09,c5,p07,l3,1
i17,e11,c5,p18,l3,2
i38,e10,c1,p32,l2,4
i21,e12,c1,p06,l3,3
i21,e04,c1,p19,l3,2
i05,e07,c1,p21,l3,1
i17,e04,c5,p22,l3,1
i38,e10,c4,p10,l3,789
i06,e10,c5,p16,l3,33899
i06,e10,c5,p20,l3,5556
i38,e10,c4,p21,l3,1242
i38,e10,c1,p30,l3,80
i38,e06,c1,p10,l3,938
i38,e10,c4,p13,l3,226
i38,e05,c1,p19,l1,3
i38,e06,c1,p17,l3,266
i38,e11,c4,p10,l2,21
i38,e10,c4,p12,l4,11
i06,e11,c5,p16,l2,73
i05,e06,c1,p04,l3,1
i38,e08,c1,p02,l2,49
i06,e09,c5,p02,l2,2
i02,e04,c1,p04,l3,4
i38,e01,c1,p23,l3,13
i34,e09,c5,p16,l3,1
i38,e10,c4,p20,l3,70
i34,e03,c5,p32,l3,18
i39,e04,c5,p19,l3,6
i47,e04,c1,p35,l3,71
i05,e09,c1,p19,l3,9
i30,e09,c1,p29,l3,3
i05,e03,c1,p03,l3,1
i14,e09,c5,p19,l3,9
i23,e01,c5,p12,l3,2
i46,e11,c1,p07,l3,24
i38,e10,c1,p09,l2,19
i06,e04,c5,p31,l1,14
i38,e10,c4,p19,l2,15
i07,e12,c5,p17,l3,5
i49,e03,c1,p33,l3,3
i38,e06,c4,p07,l3,14
i17,e01,c5,p29,l3,3
i06,e04,c5,p01,l1,28
i14,e01,c5,p19,l3,7
i02,e11,c1,p19,l3,4
i16,e08,c5,p13,l3,4
i46,e09,c1,p21,l3,2
i38,e01,c1,p06,l3,6
i06,e10,c3,p17,l4,5
i34,e08,c5,p20,l3,1
i46,e08,c1,p15,l3,1
i13,e08,c5,p35,l3,2
i01,e09,c1,p10,l3,1
i23,e09,c5,p21,l3,1
i06,e10,c5,p08,l3,4980
i38,e10,c1,p13,l3,12798
i06,e10,c5,p32,l4,731
i49,e10,c1,p33,l3,106
i06,e10,c5,p01,l4,1455
i38,e01,c1,p10,l3,123
i06,e10,c5,p14,l1,47
i06,e11,c5,p04,l2,82
i38,e11,c1,p02,l2,58
i38,e01,c1,p19,l3,172
i06,e10,c5,p22,l2,35
i06,e08,c5,p15,l2,612
i06,e12,c5,p15,l3,93
i06,e01,c5,p21,l3,54
i43,e09,c1,p13,l3,5
i38,e10,c4,p29,l4,23
i06,e09,c5,p22,l2,18
i02,e01,c1,p14,l3,19
i06,e10,c5,p12,l2,24
i06,e09,c5,p06,l2,15
i05,e03,c1,p10,l3,2
i43,e01,c1,p19,l3,6
i14,e08,c5,p15,l3,3
i05,e12,c1,p04,l3,8
i05,e08,c1,p04,l3,4
i38,e07,c1,p19,l2,2
i38,e08,c1,p28,l2,5
i06,e05,c5,p29,l1,4
i23,e09,c5,p05,l3,2
i42,e05,c3,p35,l3,22
i38,e09,c1,p22,l2,4
i46,e08,c1,p33,l3,1
i46,e01,c4,p35,l3,2
i05,e12,c1,p21,l3,1
i06,e08,c3,p19,l2,2
i14,e11,c5,p18,l3,1
i02,e09,c1,p32,l3,4
i43,e09,c1,p19,l3,2
i38,e04,c1,p25,l1,2
i42,e05,c5,p18,l3,1
i14,e11,c5,p03,l3,1
i05,e09,c1,p35,l3,1
i17,e11,c5,p01,l3,2
i38,e07,c1,p07,l2,1
i34,e08,c5,p09,l3,1
i38,e10,c1,p20,l3,1976
i38,e10,c1,p21,l3,11194
i06,e10,c5,p29,l3,25728
i38,e10,c1,p01,l4,2288
i06,e10,c5,p33,l3,345
i38,e10,c1,p28,l3,1039
i06,e09,c5,p19,l2,181
i06,e10,c5,p35,l2,30
i38,e10,c1,unknown,l3,33
i46,e09,c1,p35,l3,46
i38,e06,c1,p15,l3,177
i46,e11,c1,p19,l3,259
i38,e10,c1,p24,l1,6
i38,e10,c4,p15,l4,17
i46,e08,c4,p35,l3,201
i06,e12,c5,p17,l3,28
i15,e09,c2,p35,l3,39
i06,e01,c5,p25,l3,8
i38,e06,c1,p23,l3,84
i38,e09,c1,p13,l2,32
i38,e10,c4,p17,l4,26
i06,e11,c5,p11,l2,92
